week,observed,counterfactual,att
2024-01-29,0.0346641585202737,0.023416210606325785,0.011247947913947915
2024-02-05,0.0186051988983157,0.020909527958776285,-0.0023043290604605852
2024-02-12,0.0051996296041508,0.025046710182152786,-0.019847080578001986
2024-02-19,0.0163381527192347,0.019461948192612988,-0.0031237954733782866
2024-02-26,0.0243593451492609,0.02489641075722051,-0.0005370656079596095
2024-03-04,0.0239054490075619,0.026453511828682535,-0.0025480628211206335
2024-03-11,0.0278333803355288,0.02586264960252138,0.001970730733007419
2024-03-18,0.0243400324113055,0.027684600061645324,-0.0033445676503398233
2024-03-25,0.0243333651687815,0.0223019797795392,0.0020313853892422983
2024-04-01,0.022488199788968,0.030135122339755214,-0.007646922550787215
2024-04-08,0.0367599550474014,0.026012628377193498,0.010747326670207901
2024-04-15,0.0323321389199537,0.022702063753675124,0.009630075166278576
2024-04-22,0.0273222204651672,0.022926687339995554,0.004395533125171647
2024-04-29,0.0211795275055167,0.023899726555728026,-0.002720199050211324
2024-05-06,0.0265741777814975,0.021665736184405926,0.004908441597091574
2024-05-13,0.0459477526077412,0.022036111202155245,0.023911641405585955
2024-05-20,0.0260821792855237,0.02758086555940925,-0.0014986862738855522
2024-05-27,0.021631290600539,0.02277690074068572,-0.001145610140146719
2024-06-03,0.0242114639036455,0.023083933964209147,0.0011275299394363537
2024-06-10,0.0247577142117203,0.02463558232013934,0.00012213189158096285
2024-06-17,0.0222138160602613,0.025070850794235055,-0.0028570347339737547
2024-06-24,0.0190603597153675,0.02633458118635736,-0.007274221470989859
2024-07-01,0.0224470292223131,0.023235349647091463,-0.0007883204247783639
2024-07-08,0.0243539712584917,0.025327605908335195,-0.000973634649843496
2024-07-15,0.0250666760304044,0.023732113325925067,0.0013345627044793335
2024-07-22,0.0115843127037797,0.01473192170461591,-0.0031476090008362087
2024-07-29,0.0051866976974179,0.004248317252395481,0.000938380445022419
2024-08-05,0.0077428962791242,0.010713620426454216,-0.0029707241473300155
2024-08-12,0.0166245789128544,0.023479033199468553,-0.006854454286614152
2024-08-19,0.0284118249391473,0.024382046631673263,0.004029778307474037
2024-08-26,0.0233977679292225,0.02436794986991454,-0.0009701819406920387
2024-09-02,0.0160699328568106,0.021980655816300574,-0.005910722959489974
2024-09-09,0.0169733809169807,0.022230508352042017,-0.005257127435061317
2024-09-16,0.0159897615295837,0.02674779602668361,-0.01075803449709991
2024-09-23,0.0241714902750479,0.02527632213363106,-0.00110483185858316
2024-09-30,0.0165211378073365,0.016958376198377235,-0.00043723839104073403
2024-10-07,0.0162092214677913,0.014650780629288958,0.0015584408385023434
2024-10-14,0.0242638411854568,0.02559907745083068,-0.0013352362653738792
2024-10-21,0.0312896816415205,0.02440363248435534,0.0068860491571651646
2024-10-28,0.0272846790307926,0.02483951515123825,0.0024451638795543497
2024-11-04,0.0236737859291378,0.025775225689035633,-0.0021014397598978322
2024-11-11,0.0399254331530129,0.024793633141468027,0.01513180001154487
2024-11-18,0.029186752212357,0.020764094480983413,0.008422657731373587
2024-11-25,0.036016688922494,0.025134139914056185,0.010882549008437818
2024-12-02,0.0223824058770823,0.028732343724044963,-0.006349937846962663
2024-12-09,0.0338626084211915,0.02450606519018668,0.009356543231004821
2024-12-16,0.0265090716402897,0.021483375107112554,0.005025696533177144
2024-12-23,0.0295784722779758,0.025083749673519198,0.004494722604456602
2024-12-30,0.011829272468053,0.024634587074536377,-0.012805314606483377
2025-01-06,0.024553079165806,0.02722625087538277,-0.002673171709576771
2025-01-13,0.0334732552094451,0.02628547585784842,0.007187779351596681
2025-01-20,0.028376146700743,0.02254508218956706,0.005831064511175939
2025-01-27,0.0070532760074109,0.02182087360182094,-0.014767597594410042
2025-02-03,0.0119332322375086,0.022287188134514423,-0.010353955897005824
2025-02-10,0.0247092076216962,0.02370091364834491,0.0010082939733512888
2025-02-17,0.0163218782174271,0.022187180434587766,-0.005865302217160667
2025-02-24,0.0227205689949926,0.024136431813358474,-0.0014158628183658754
2025-03-03,0.019021188750396,0.02822739415728709,-0.009206205406891089
2025-03-10,0.0158527716904063,0.025797962379653025,-0.009945190689246725
2025-03-17,0.0175373422829064,0.023948819637174823,-0.006411477354268422
2025-03-24,0.0217468141824515,0.024252186983981034,-0.0025053728015295325
2025-03-31,0.0201513221163199,0.02468253001648941,-0.004531207900169511
2025-04-07,0.0144192308460205,0.027903130636696045,-0.013483899790675545
2025-04-14,0.0214850709549774,0.02101279293272359,0.0004722780222538095
2025-04-21,0.0250730140844482,0.022847397161030267,0.002225616923417932
2025-04-28,0.0310523080606865,0.023627539894351696,0.007424768166334805
2025-05-05,0.0193659836386015,0.025294873208925296,-0.005928889570323795
2025-05-12,0.0125243680554442,0.022488394986749198,-0.009964026931304997
2025-05-19,0.0110594779440462,0.016707277518730693,-0.005647799574684493
2025-05-26,0.0102561403597631,0.022922864247143706,-0.012666723887380606
2025-06-02,0.0180056391326909,0.022380587077036065,-0.004374947944345165
2025-06-09,0.0145944255357346,0.0249662549655924,-0.010371829429857801
2025-06-16,0.0190670688623823,0.024947426531735893,-0.005880357669353593
2025-06-23,0.0146397090899233,0.023676389428753598,-0.009036680338830297
2025-06-30,0.0256224343063292,0.024991031965108462,0.0006314023412207388
2025-07-07,0.0167000783431321,0.023717999614127825,-0.007017921270995726
2025-07-14,0.0261582572449822,0.023797987989336668,0.0023602692556455307
2025-07-21,0.030095618814671,0.023439114469185826,0.006656504345485172
2025-07-28,0.0180797598109302,0.025731235806624245,-0.007651475995694046
2025-08-04,0.0199182141274393,0.023762091984051593,-0.003843877856612294
