model,coef_intercept,se_intercept,coef_mau,se_mau,coef_dau,se_dau,r2,n
shannon,0.41958405409241095,3.151223550205561,-0.008592649522398688,0.007484296839618985,0.0327056837805344,0.008677124726801178,0.5620973532211844,17
normalized,1.3729551617070683,0.30684936282197767,-0.00032068270792251496,0.0007092035547130995,-0.001308855452464286,0.000938639549735158,0.18521573609101571,17
