metric,count,mean,std,min,p25,p50,p75,max
shannon_entropy_heat,608,2.134194978040723,0.24716336972086017,0.6726982076212675,1.9894095336285933,2.158057719605261,2.3061096481486,2.6744651377744106
hhi_heat,608,0.24655919204474278,0.06617213814836237,0.125490389562657,0.20377710521975745,0.23710118673850678,0.27733632673632314,0.7505555316025758
top5_share_heat,608,0.7503501262621238,0.061400073569411656,0.5889967868445114,0.7093610817595744,0.7495424812815334,0.788758603321948,0.9641679355297297
top10_share_heat,608,0.879013571490657,0.03792360019994647,0.7725994321524086,0.8529057255557555,0.8790698682004037,0.9054519554786047,0.9912365358613897
category_count,608,33.202302631578945,4.229829892147021,11.0,31.0,33.0,36.0,46.0
