date,official_status,obs_count,unique_hosts,total_heat,avg_heat,total_minutes,avg_minutes,avg_density,day_total_heat,day_total_obs,heat_share,count_share
2024-02-14,non_official,213,120,99676593,467965.22535211267,38992,183.06103286384976,4859.282812416871,185695378,420,0.5367747656056361,0.5071428571428571
2024-02-14,official,73,37,33713659,461830.94520547945,12784,175.12328767123287,8358.036402796932,185695378,420,0.18155357103180025,0.1738095238095238
2024-02-14,unknown,134,0,52305126,390336.7611940298,19574,146.07462686567163,6928.751717782857,185695378,420,0.2816716633625636,0.319047619047619
2024-02-15,non_official,205,117,85552094,417327.287804878,37606,183.44390243902438,4862.637093615445,166302505,415,0.5144365925215618,0.4939759036144578
2024-02-15,official,68,34,23542991,346220.45588235295,12258,180.26470588235293,4492.018645250148,166302505,415,0.1415672662296939,0.163855421686747
2024-02-15,unknown,142,0,57207420,402869.1549295775,20686,145.67605633802816,4941.8244754547195,166302505,415,0.3439961412487443,0.3421686746987952
2024-02-16,non_official,213,106,97679754,458590.3943661972,39598,185.906103286385,4789.452692455412,189904132,438,0.5143635000000948,0.4863013698630137
2024-02-16,official,56,25,25809367,460881.5535714286,8472,151.28571428571428,7436.151735414363,189904132,438,0.1359073482403216,0.1278538812785388
2024-02-16,unknown,169,0,66415011,392988.23076923075,23530,139.23076923076923,5190.518769664426,189904132,438,0.34972915175958363,0.3858447488584475
2024-02-17,non_official,200,118,95994906,479974.53,36642,183.21,4272.979470431932,195210138,434,0.4917516425299592,0.4608294930875576
2024-02-17,official,69,32,35808442,518962.9275362319,9689,140.42028985507247,6743.4608477550055,195210138,434,0.18343536030900198,0.15898617511520738
2024-02-17,unknown,165,0,63406790,384283.57575757575,25269,153.14545454545456,4113.016267917404,195210138,434,0.32481299716103884,0.38018433179723504
2024-02-18,non_official,217,122,108979576,502210.02764976956,39308,181.14285714285714,4828.489513976244,211500528,457,0.515268576539913,0.474835886214442
2024-02-18,official,75,35,43373099,578307.9866666667,10918,145.57333333333332,17142.65963787729,211500528,457,0.20507324218122047,0.16411378555798686
2024-02-18,unknown,165,0,59147853,358471.83636363636,21274,128.93333333333334,6924.515781099644,211500528,457,0.2796581812788666,0.3610503282275711
2024-02-19,non_official,231,140,108355871,469073.03463203466,39975,173.05194805194805,5070.695785638447,246606703,459,0.4393873713967945,0.5032679738562091
2024-02-19,official,70,39,63954394,913634.2,10894,155.62857142857143,8851.865139349959,246606703,459,0.25933761419291185,0.15250544662309368
2024-02-19,unknown,158,0,74296438,470230.62025316455,20431,129.31012658227849,6989.291687309169,246606703,459,0.30127501441029364,0.3442265795206972
2024-02-20,non_official,218,140,130966039,600761.6467889908,36046,165.348623853211,7186.943204161385,258635941,439,0.5063721557554137,0.49658314350797267
2024-02-20,official,68,38,54097085,795545.3676470588,11535,169.63235294117646,15834.250548850581,258635941,439,0.2091630605972122,0.1548974943052392
2024-02-20,unknown,153,0,73572817,480868.08496732026,23769,155.35294117647058,7675.339298791797,258635941,439,0.28446478364737404,0.34851936218678814
2024-02-21,non_official,233,144,101793493,436881.9442060086,36365,156.07296137339057,6388.190843667763,224065140,458,0.4543031236362783,0.5087336244541485
2024-02-21,official,66,36,48480162,734547.9090909091,10794,163.54545454545453,15571.72127550467,224065140,458,0.21636637452840723,0.14410480349344978
2024-02-21,unknown,159,0,73791485,464097.3899371069,24091,151.51572327044025,8197.230408916172,224065140,458,0.3293305018353145,0.3471615720524017
2024-02-22,non_official,277,155,122571364,442495.8989169675,38888,140.3898916967509,5931.352750236269,241822018,488,0.506866020777314,0.5676229508196722
2024-02-22,official,90,42,66703432,741149.2444444444,12517,139.07777777777778,13917.192907298726,241822018,488,0.27583688429893094,0.18442622950819673
2024-02-22,unknown,121,0,52547222,434274.5619834711,20145,166.48760330578511,8349.497065813728,241822018,488,0.21729709492375504,0.24795081967213115
2024-02-23,non_official,250,154,112501995,450007.98,40360,161.44,4753.171084467462,216820227,470,0.5188722314177819,0.5319148936170213
2024-02-23,official,64,38,41416125,647126.953125,9788,152.9375,10081.59566654161,216820227,470,0.19101596549845878,0.13617021276595745
2024-02-23,unknown,156,0,62902107,403218.6346153846,21252,136.23076923076923,5155.091098509414,216820227,470,0.29011180308375933,0.33191489361702126
2024-02-24,non_official,267,147,146707547,549466.468164794,40401,151.31460674157304,7481.696421824316,258410717,474,0.5677301185616075,0.5632911392405063
2024-02-24,official,78,39,44215971,566871.4230769231,12605,161.60256410256412,8944.617360475979,258410717,474,0.1711073422701737,0.16455696202531644
2024-02-24,unknown,129,0,67487199,523156.5813953488,18394,142.5891472868217,6414.068610431143,258410717,474,0.2611625391682188,0.2721518987341772
2024-02-25,non_official,250,139,133766004,535064.016,39448,157.792,6319.694134065666,274323072,479,0.48762214211424404,0.5219206680584552
2024-02-25,official,75,33,75332554,1004434.0533333333,10903,145.37333333333333,9212.519168877963,274323072,479,0.27461253423117105,0.15657620041753653
2024-02-25,unknown,154,0,65224514,423535.8051948052,20799,135.05844155844156,6930.405679319563,274323072,479,0.23776532365458491,0.32150313152400833
2024-02-26,non_official,225,141,101333482,450371.0311111111,41144,182.86222222222221,4573.67834775636,201142984,417,0.5037883001676061,0.539568345323741
2024-02-26,official,71,37,44946638,633051.2394366197,12795,180.2112676056338,16663.028936248935,201142984,417,0.22345615594526527,0.17026378896882494
2024-02-26,unknown,121,0,54862864,453412.0991735537,17711,146.37190082644628,5560.2444689614285,201142984,417,0.2727555438871286,0.290167865707434
2024-02-27,non_official,251,142,111393396,443798.390438247,41012,163.39442231075697,5349.183942148945,200000653,453,0.5569651615087476,0.5540838852097131
2024-02-27,official,85,38,38424365,452051.35294117645,13824,162.63529411764705,7235.820108750795,200000653,453,0.19212119772428943,0.18763796909492272
2024-02-27,unknown,117,0,50182892,428913.6068376068,16564,141.57264957264957,6807.003780782795,200000653,453,0.2509136407669629,0.2582781456953642
2024-02-28,non_official,231,142,99859108,432290.5108225108,26138,113.15151515151516,6551.7439882174795,188093841,424,0.5309004668579234,0.5448113207547169
2024-02-28,official,65,37,37442371,576036.4769230769,7721,118.78461538461538,8595.737194615725,188093841,424,0.19906218513555687,0.15330188679245282
2024-02-28,unknown,128,0,50792362,396815.328125,15332,119.78125,5290.6749728805235,188093841,424,0.2700373480065198,0.3018867924528302
2024-02-29,non_official,255,173,99658595,390818.01960784313,37889,148.5843137254902,6122.783980756374,204161479,491,0.48813613365330294,0.5193482688391039
2024-02-29,official,79,32,43080361,545321.0253164558,11797,149.32911392405063,6745.672303402616,204161479,491,0.21101121137548184,0.16089613034623218
2024-02-29,unknown,157,0,61422523,391226.2611464968,21364,136.0764331210191,6020.605315927474,204161479,491,0.3008526549712152,0.319755600814664
2024-03-01,non_official,271,167,100988242,372650.3394833948,41636,153.63837638376384,4901.15143261831,185729366,496,0.5437386891203839,0.5463709677419355
2024-03-01,official,76,39,35468662,466692.9210526316,9646,126.92105263157895,11844.43435542915,185729366,496,0.1909695960519243,0.1532258064516129
2024-03-01,unknown,149,0,49272462,330687.6644295302,19818,133.00671140939596,6381.416518855649,185729366,496,0.2652917148276918,0.3004032258064516
2024-03-02,non_official,262,149,97627700,372624.80916030536,42874,163.6412213740458,6238.400377146285,168498077,467,0.5793994907134756,0.5610278372591007
2024-03-02,official,62,29,30534553,492492.79032258067,8848,142.70967741935485,11497.379000194112,168498077,467,0.18121603251294077,0.13276231263383298
2024-03-02,unknown,143,0,40335824,282068.6993006993,19578,136.9090909090909,7129.627742211841,168498077,467,0.2393844767735836,0.30620985010706636
2024-03-03,non_official,263,155,96736019,367817.5627376426,43550,165.5893536121673,5594.043967352428,169065769,478,0.5721798065461732,0.5502092050209205
2024-03-03,official,70,33,25945052,370643.6,9591,137.0142857142857,7137.977716762967,169065769,478,0.1534612958818411,0.14644351464435146
2024-03-03,unknown,145,0,46384698,319894.46896551724,18159,125.23448275862069,6528.111324535145,169065769,478,0.2743588975719857,0.303347280334728
2024-03-04,non_official,260,163,75332249,289739.4192307692,37703,145.01153846153846,4778.393182140299,153929890,481,0.4893932490954161,0.5405405405405406
2024-03-04,official,100,40,44559917,445599.17,14296,142.96,7630.717512754126,153929890,481,0.28948189984414335,0.2079002079002079
2024-03-04,unknown,121,0,34037724,281303.5041322314,19051,157.44628099173553,4242.42532509936,153929890,481,0.22112485106044058,0.2515592515592516
2024-03-05,non_official,261,159,74659366,286051.21072796936,39053,149.62835249042146,4758.557335347415,149919647,489,0.49799587641771864,0.5337423312883436
2024-03-05,official,111,46,47278383,425931.3783783784,17446,157.17117117117118,8101.49916800096,149919647,489,0.3153581531578713,0.22699386503067484
2024-03-05,unknown,117,0,27981898,239161.52136752137,14601,124.7948717948718,6723.031463188482,149919647,489,0.18664597042441008,0.2392638036809816
2024-03-06,non_official,256,165,78226736,305573.1875,42285,165.17578125,3959.9306165968983,148375965,464,0.527219728613054,0.5517241379310345
2024-03-06,official,75,36,34490191,459869.2133333333,11585,154.46666666666667,5630.91458139265,148375965,464,0.23245133401491272,0.16163793103448276
2024-03-06,unknown,133,0,35659038,268113.06766917295,17730,133.30827067669173,5319.939791320021,148375965,464,0.24032893737203326,0.28663793103448276
2024-03-07,non_official,263,186,75608572,287485.0646387833,37311,141.86692015209127,4462.548681325184,157349258,512,0.48051432184065335,0.513671875
2024-03-07,official,93,42,37332480,401424.51612903224,13112,140.98924731182797,6474.07903376494,157349258,512,0.23725869746395625,0.181640625
2024-03-07,unknown,156,0,44408206,284667.9871794872,21277,136.39102564102564,5850.713160360228,157349258,512,0.2822269806953904,0.3046875
2024-03-08,non_official,257,176,87013366,338573.4085603113,34941,135.95719844357976,4972.3235334913725,173195403,485,0.5023999742071676,0.5298969072164949
2024-03-08,official,88,41,49314058,560387.0227272727,14657,166.5568181818182,7928.732616733402,173195403,485,0.28473075581573026,0.18144329896907216
2024-03-08,unknown,140,0,36867979,263342.70714285714,21952,156.8,4412.251965557736,173195403,485,0.2128692699771021,0.28865979381443296
2024-03-09,non_official,278,191,87945508,316350.74820143887,41568,149.5251798561151,5542.658865343997,158747515,485,0.5539961239708224,0.5731958762886598
2024-03-09,official,76,37,26893612,353863.3157894737,10491,138.03947368421052,7604.418723569404,158747515,485,0.1694112314136067,0.15670103092783505
2024-03-09,unknown,131,0,43908395,335178.58778625954,18891,144.206106870229,6342.751660806223,158747515,485,0.2765926446155708,0.27010309278350514
2024-03-10,non_official,252,152,72043634,285887.4365079365,41674,165.37301587301587,5323.177557344455,134403255,506,0.5360259615736241,0.4980237154150198
2024-03-10,official,107,46,29773433,278256.38317757007,12194,113.96261682242991,8456.163910874344,134403255,506,0.22152315433134415,0.21146245059288538
2024-03-10,unknown,147,0,32586188,221674.74829931973,17282,117.56462585034014,5792.261121058064,134403255,506,0.24245088409503177,0.29051383399209485
2024-03-11,non_official,255,153,92521393,362828.99215686275,43933,172.28627450980392,4612.532984244154,170255142,473,0.5434278924744604,0.5391120507399577
2024-03-11,official,88,36,39383004,447534.13636363635,13462,152.97727272727272,6650.609697782921,170255142,473,0.23131755985378696,0.18604651162790697
2024-03-11,unknown,130,0,38350745,295005.73076923075,14105,108.5,5880.178704509165,170255142,473,0.22525454767175254,0.2748414376321353
2024-03-12,non_official,279,180,130730747,468568.98566308245,44187,158.3763440860215,6483.432294451678,226882080,480,0.5762056968095497,0.58125
2024-03-12,official,72,36,42835972,594944.0555555555,10044,139.5,8698.824097668743,226882080,480,0.1888028001153727,0.15
2024-03-12,unknown,129,0,53315361,413297.37209302327,16819,130.3798449612403,7697.81702049176,226882080,480,0.2349915030750776,0.26875
2024-03-13,non_official,274,176,111004480,405125.8394160584,42851,156.3905109489051,5410.440072280023,218415648,476,0.5082258575173149,0.5756302521008403
2024-03-13,official,86,36,61775910,718324.5348837209,13297,154.61627906976744,9199.39659561015,218415648,476,0.2828364660026556,0.18067226890756302
2024-03-13,unknown,116,0,45635258,393407.3965517241,15102,130.18965517241378,6027.317838369634,218415648,476,0.20893767648002948,0.24369747899159663
2024-03-14,non_official,294,186,110624400,376273.4693877551,39027,132.74489795918367,5450.647766884481,210163824,513,0.5263722266492449,0.5730994152046783
2024-03-14,official,102,42,59104852,579459.3333333334,19362,189.8235294117647,10899.02783070676,210163824,513,0.28123228286900603,0.19883040935672514
2024-03-14,unknown,117,0,40434572,345594.6324786325,13161,112.48717948717949,7299.852033963097,210163824,513,0.19239549048174914,0.22807017543859648
2024-03-15,non_official,266,169,132463813,497984.25939849624,37358,140.4436090225564,7509.005732508467,263521862,492,0.5026672625742148,0.540650406504065
2024-03-15,official,112,44,71424297,637716.9375,17046,152.19642857142858,11061.507921367562,263521862,492,0.27103746329782685,0.22764227642276422
2024-03-15,unknown,114,0,59633752,523103.08771929826,16996,149.08771929824562,8930.209495964828,263521862,492,0.2262952741279583,0.23170731707317074
2024-03-16,non_official,247,137,112306754,454683.21457489877,39953,161.75303643724698,5612.512495393362,208902158,446,0.5376045660571874,0.5538116591928252
2024-03-16,official,75,35,40581713,541089.5066666667,13337,177.82666666666665,11016.35561926538,208902158,446,0.19426181801338788,0.1681614349775785
2024-03-16,unknown,124,0,56013691,451723.31451612903,18060,145.6451612903226,6738.649923864896,208902158,446,0.2681336159294247,0.27802690582959644
2024-03-17,non_official,274,158,119129898,434780.6496350365,44453,162.23722627737226,6918.886937248608,232156594,453,0.5131445803344272,0.6048565121412803
2024-03-17,official,62,35,66907805,1079158.1451612904,10776,173.80645161290323,31700.94813444054,232156594,453,0.28820118286194363,0.1368653421633554
2024-03-17,unknown,117,0,46118891,394178.55555555556,15921,136.07692307692307,5827.859461446366,232156594,453,0.1986542368036292,0.2582781456953642
2024-03-18,non_official,276,177,135559226,491156.615942029,42717,154.77173913043478,5044.451481999262,243786720,462,0.5560566465638489,0.5974025974025974
2024-03-18,official,83,38,66052121,795808.686746988,12378,149.13253012048193,15129.721469686981,243786720,462,0.2709422441058315,0.17965367965367965
2024-03-18,unknown,103,0,42175373,409469.640776699,16005,155.38834951456312,5146.032806548228,243786720,462,0.17300110933031956,0.22294372294372294
2024-03-19,non_official,293,191,114879966,392081.795221843,43822,149.5631399317406,4950.466040320093,205264678,470,0.559667484534285,0.6234042553191489
2024-03-19,official,66,39,46079378,698172.3939393939,11694,177.1818181818182,9232.17161740909,205264678,470,0.22448761496120634,0.14042553191489363
2024-03-19,unknown,111,0,44305334,399147.15315315314,15834,142.64864864864865,6433.463996498558,205264678,470,0.21584490050450864,0.23617021276595745
2024-03-20,non_official,282,178,103247592,366126.21276595746,41914,148.63120567375887,6632.508651653159,184715734,471,0.5589539654483359,0.5987261146496815
2024-03-20,official,80,37,36683534,458544.175,10809,135.1125,10211.595640738942,184715734,471,0.19859452795721236,0.16985138004246284
2024-03-20,unknown,109,0,44784608,410867.9633027523,18677,171.348623853211,3979.8891609325838,184715734,471,0.24245150659445178,0.23142250530785563
2024-03-21,non_official,338,199,132236783,391233.0857988166,45649,135.05621301775147,7226.48674679945,215760257,542,0.6128875856872936,0.6236162361623616
2024-03-21,official,74,40,31273096,422609.4054054054,9382,126.78378378378379,10363.815244663681,215760257,542,0.14494372798230398,0.13653136531365315
2024-03-21,unknown,130,0,52250378,401925.9846153846,15719,120.91538461538461,5943.097794246076,215760257,542,0.24216868633040237,0.23985239852398524
2024-03-22,non_official,284,184,99326404,349740.8591549296,42551,149.82746478873239,6214.929303793926,178031573,461,0.5579145447420161,0.6160520607375272
2024-03-22,official,68,37,36715894,539939.6176470588,11445,168.30882352941177,7894.467943652071,178031573,461,0.20623248663876043,0.1475054229934924
2024-03-22,unknown,109,0,41989275,385222.70642201835,17654,161.96330275229357,4091.1784251165964,178031573,461,0.2358529686192235,0.23644251626898047
2024-03-23,non_official,268,167,113530781,423622.3171641791,41674,155.5,7097.122452431336,214753838,445,0.5286554226798033,0.6022471910112359
2024-03-23,official,93,35,67706667,728028.6774193548,16498,177.3978494623656,7909.051736273078,214753838,445,0.31527570184799214,0.20898876404494382
2024-03-23,unknown,84,0,33516390,399004.64285714284,13328,158.66666666666666,6118.453222022055,214753838,445,0.1560688754722046,0.18876404494382024
2024-03-24,non_official,267,173,96981058,363224.936329588,42279,158.34831460674158,6427.445596787184,179601535,455,0.5399790040769975,0.5868131868131868
2024-03-24,official,79,35,44495703,563236.7468354431,17246,218.30379746835442,11348.446544867697,179601535,455,0.24774678568309563,0.17362637362637362
2024-03-24,unknown,109,0,38124774,349768.56880733947,12275,112.61467889908256,5722.513907932806,179601535,455,0.21227421023990692,0.23956043956043957
2024-03-25,non_official,270,180,106615762,394873.1925925926,44819,165.9962962962963,4852.299141148345,185470339,433,0.574839958641581,0.6235565819861432
2024-03-25,official,75,34,46631238,621749.84,13514,180.18666666666667,6753.669813448736,185470339,433,0.25142153862133176,0.17321016166281755
2024-03-25,unknown,88,0,32223339,366174.3068181818,12817,145.64772727272728,10288.892326207178,185470339,433,0.17373850273708724,0.20323325635103925
2024-03-26,non_official,311,192,111385085,358151.3987138264,40844,131.33118971061094,6118.938398261553,209934686,522,0.5305701841000205,0.5957854406130269
2024-03-26,official,92,42,49370214,536632.7608695652,14141,153.70652173913044,11610.086953994236,209934686,522,0.23516939930545827,0.17624521072796934
2024-03-26,unknown,119,0,49179387,413272.1596638655,16165,135.8403361344538,6359.237636305307,209934686,522,0.2342604165945212,0.22796934865900384
2024-03-27,non_official,300,179,105416862,351389.54,44280,147.6,4788.044041041748,175852982,504,0.5994601899898405,0.5952380952380952
2024-03-27,official,78,42,25634900,328652.5641025641,9609,123.1923076923077,7592.862761631908,175852982,504,0.1457746107484262,0.15476190476190477
2024-03-27,unknown,126,0,44801220,355565.2380952381,17761,140.96031746031747,4670.099259057163,175852982,504,0.2547651992617333,0.25
2024-03-28,non_official,323,199,124354542,384998.58204334363,44685,138.343653250774,7106.735088224681,238939010,536,0.5204447026042336,0.6026119402985075
2024-03-28,official,78,40,38784512,497237.3333333333,9087,116.5,9394.273454256354,238939010,536,0.16231971497663777,0.1455223880597015
2024-03-28,unknown,135,0,75799956,561481.1555555556,17528,129.83703703703705,17322.253867156825,238939010,536,0.31723558241912864,0.251865671641791
2024-03-29,non_official,281,175,102604297,365139.846975089,40949,145.72597864768684,7778.709805886319,187246052,465,0.547965075386476,0.6043010752688172
2024-03-29,official,77,42,37338654,484917.5844155844,11859,154.01298701298703,10416.002606896875,187246052,465,0.19940956618941158,0.16559139784946236
2024-03-29,unknown,107,0,47303101,442085.0560747664,18192,170.01869158878506,4602.168064072433,187246052,465,0.25262535842411243,0.23010752688172043
2024-03-30,non_official,289,163,96270445,333115.72664359864,39812,137.75778546712803,6200.86498233669,172094562,472,0.5594043407368096,0.6122881355932204
2024-03-30,official,70,37,30575252,436789.3142857143,13320,190.28571428571428,7724.395689772739,172094562,472,0.17766541629595478,0.1483050847457627
2024-03-30,unknown,113,0,45248865,400432.4336283186,18318,162.10619469026548,4919.515187522923,172094562,472,0.26293024296723566,0.23940677966101695
2024-03-31,non_official,302,177,107084599,354584.76490066224,46790,154.9337748344371,6038.21200250943,179199988,481,0.5975703469355143,0.6278586278586279
2024-03-31,official,65,34,29597506,455346.24615384615,10695,164.53846153846155,5782.791103967986,179199988,481,0.16516466507799096,0.13513513513513514
2024-03-31,unknown,114,0,42517883,372963.8859649123,14165,124.25438596491227,5143.904943633678,179199988,481,0.23726498798649473,0.23700623700623702
2024-04-01,non_official,276,184,110735638,401216.0797101449,42685,154.65579710144928,6420.623283895738,215450953,491,0.5139714466707418,0.5621181262729125
2024-04-01,official,73,36,50717379,694758.6164383561,9585,131.3013698630137,13454.770226093817,215450953,491,0.23540104276076235,0.14867617107942974
2024-04-01,unknown,142,0,53997936,380267.1549295775,19230,135.42253521126761,8144.598040485604,215450953,491,0.25062751056849586,0.2892057026476578
2024-04-02,non_official,275,178,101589652,369416.9163636364,40388,146.86545454545455,5182.562197292223,183246108,476,0.5543891387859654,0.5777310924369747
2024-04-02,official,87,41,34935403,401556.3563218391,13706,157.54022988505747,6509.7490731666385,183246108,476,0.1906474488396774,0.18277310924369747
2024-04-02,unknown,114,0,46721053,409833.79824561405,17256,151.3684210526316,4642.061046975067,183246108,476,0.2549634123743572,0.23949579831932774
2024-04-03,non_official,259,163,127435529,492029.0694980695,37701,145.56370656370657,8243.076102000157,395748934,478,0.3220110480449203,0.5418410041841004
2024-04-03,official,86,37,204923775,2382834.593023256,16731,194.54651162790697,37307.62046134407,395748934,478,0.5178125760914873,0.1799163179916318
2024-04-03,unknown,133,0,63389630,476613.75939849624,17068,128.33082706766916,9255.536614970879,395748934,478,0.16017637586359235,0.27824267782426776
2024-04-04,non_official,261,165,95266625,365006.22605363984,42540,162.98850574712642,5708.506824254141,164376182,432,0.5795646537160718,0.6041666666666666
2024-04-04,official,66,32,35359227,535745.8636363636,14030,212.57575757575756,6775.63541107858,164376182,432,0.2151116212201595,0.1527777777777778
2024-04-04,unknown,105,0,33750330,321431.71428571426,14830,141.23809523809524,6646.19011727709,164376182,432,0.20532372506376867,0.24305555555555555
2024-04-05,non_official,266,159,83891892,315383.05263157893,42476,159.68421052631578,5163.079015536131,158073342,451,0.5307149892484717,0.5898004434589801
2024-04-05,official,64,30,24611565,384555.703125,10466,163.53125,11363.431777244012,158073342,451,0.15569712570510466,0.1419068736141907
2024-04-05,unknown,121,0,49569885,409668.47107438016,18408,152.13223140495867,5971.225261744711,158073342,451,0.3135878850464236,0.2682926829268293
2024-04-06,non_official,268,157,101012027,376910.54850746266,46016,171.70149253731344,4856.466315898746,168111383,460,0.6008636964220323,0.5826086956521739
2024-04-06,official,69,28,27393752,397010.8985507246,9156,132.69565217391303,8957.962875198262,168111383,460,0.16295001273054782,0.15
2024-04-06,unknown,123,0,39705604,322809.7886178862,16328,132.7479674796748,5342.252247779621,168111383,460,0.2361862908474199,0.2673913043478261
2024-04-07,non_official,289,177,103901020,359519.1003460208,42118,145.73702422145328,6364.813530852583,192489132,491,0.5397760326541449,0.5885947046843177
2024-04-07,official,71,39,30322340,427075.21126760566,9837,138.54929577464787,12156.852900009746,192489132,491,0.1575275429056431,0.1446028513238289
2024-04-07,unknown,131,0,58265772,444776.8854961832,19695,150.34351145038167,4742.739520182172,192489132,491,0.30269642444021205,0.2668024439918534
