host_category_raw,week,avg_heat,total_heat,topic_count,normalized_heat,mau_millions,dau_millions,heat_per_mau,heat_per_dau
汽车,2025-05-05,750230.9444444445,13504157,18,0.0073668977801218515,588.0,261.0,22966.253401360544,51740.06513409962
游戏,2025-05-05,266913.63157894736,35499513,133,0.019365983638601567,588.0,261.0,60373.32142857143,136013.45977011495
电商,2025-05-05,1248547.0,3745641,3,0.0020433526037969933,588.0,261.0,6370.1377551020405,14351.114942528735
电影,2025-05-05,270140.0,1890980,7,0.001031582820331163,588.0,261.0,3215.9523809523807,7245.134099616858
电影-华语电影,2025-05-05,351470.0,1757350,5,0.0009586838937000759,588.0,261.0,2988.690476190476,6733.141762452107
电影-美国电影,2025-05-05,217920.5,435841,2,0.00023776353424994156,588.0,261.0,741.2261904761905,1669.888888888889
电视剧,2025-05-05,356114.6590909091,31338090,88,0.017095810249707463,588.0,261.0,53296.07142857143,120069.31034482758
电视剧-国产剧,2025-05-05,270572.08928571426,15152037,56,0.008265862707285184,588.0,261.0,25768.770408163266,58053.7816091954
电视剧-韩剧,2025-05-05,226814.0,453628,2,0.00024746684344688195,588.0,261.0,771.4761904761905,1738.0383141762452
社会,2025-05-05,465950.0999146029,545627567,1171,0.2976551969964202,588.0,261.0,927938.0391156463,2090527.0766283525
科技,2025-05-05,654314.25,5234514,8,0.002855574736476831,588.0,261.0,8902.234693877552,20055.6091954023
科普,2025-05-05,277960.88636363635,12230279,44,0.0066719614719653285,588.0,261.0,20799.794217687075,46859.30651340996
综艺,2025-05-05,336514.05833333335,40381687,120,0.02202934698684823,588.0,261.0,68676.33843537416,154719.10727969347
综艺-内地综艺,2025-05-05,324803.25,7795278,24,0.0042525435829598775,588.0,261.0,13257.275510204081,29866.96551724138
美妆,2025-05-05,1021578.25,4086313,4,0.0022291987695776242,588.0,261.0,6949.511904761905,15656.371647509579
美食,2025-05-05,637002.5,5096020,8,0.002780022360926088,588.0,261.0,8666.700680272108,19524.98084291188
职场,2025-05-05,485986.0,485986,1,0.0002651190433116483,588.0,261.0,826.5068027210884,1862.015325670498
育儿,2025-05-05,1493138.0,4479414,3,0.0024436464307136495,588.0,261.0,7618.051020408163,17162.505747126437
财经,2025-05-05,407365.71875,39107109,96,0.021334028808986986,588.0,261.0,66508.6887755102,149835.66666666666
财经-产业公司,2025-05-05,751206.0,1502412,2,0.0008196080382972763,588.0,261.0,2555.122448979592,5756.367816091954
运动健身,2025-05-05,854359.0,854359,1,0.0004660768843643572,588.0,261.0,1452.9914965986395,3273.4061302681994
音乐,2025-05-05,227819.32653061225,11163147,49,0.006089810926626069,588.0,261.0,18984.94387755102,42770.67816091954
音乐-其他,2025-05-05,66071.0,66071,1,3.6043590372240996e-05,588.0,261.0,112.3656462585034,253.1455938697318
音乐-华语音乐,2025-05-05,326746.13333333336,4901192,15,0.002673738202595762,588.0,261.0,8335.360544217687,18778.513409961684
音乐-日韩音乐,2025-05-05,212552.0,212552,1,0.0001159530992538416,588.0,261.0,361.4829931972789,814.3754789272031
IT技术,2025-05-12,917530.0,917530,1,0.00046324404903624736,588.0,261.0,1560.4251700680272,3515.44061302682
互联网,2025-05-12,783311.6046511628,33682399,43,0.017005624768688162,588.0,261.0,57282.99149659864,129051.33716475096
体育,2025-05-12,310070.66752577317,120307419,388,0.060741006731834774,588.0,261.0,204604.45408163266,460947.9655172414
健康,2025-05-12,2006565.0,8026260,4,0.004052311293382964,588.0,261.0,13650.102040816326,30751.954022988506
健康-医疗,2025-05-12,1384154.5,2768309,2,0.0013976683815717034,588.0,261.0,4708.008503401361,10606.547892720306
公益,2025-05-12,355819.875,2846559,8,0.0014371753697215036,588.0,261.0,4841.086734693878,10906.356321839081
其他,2025-05-12,336309.8053875756,611747536,1819,0.3088600978328638,588.0,261.0,1040386.9659863946,2343860.2911877395
军事,2025-05-12,244260.0,977040,4,0.0004932895552956036,588.0,261.0,1661.6326530612246,3743.448275862069
动漫,2025-05-12,342482.7272727273,3767310,11,0.0019020456425127734,588.0,261.0,6406.989795918367,14434.137931034482
动漫-动漫资讯,2025-05-12,117018.75,468075,4,0.00023632247256508395,588.0,261.0,796.045918367347,1793.3908045977012
历史,2025-05-12,654577.0,654577,1,0.00033048390775887405,588.0,261.0,1113.2261904761904,2507.95785440613
情感,2025-05-12,275659.96428571426,7718479,28,0.0038969183180509034,588.0,261.0,13126.664965986394,29572.716475095785
搞笑,2025-05-12,268951.35714285716,15061276,56,0.007604161692688474,588.0,261.0,25614.414965986394,57706.03831417624
教育,2025-05-12,141968.75,567875,4,0.0002867096600072575,588.0,261.0,965.7738095238095,2175.7662835249043
数码,2025-05-12,519642.4090909091,11432133,22,0.0057718740314114,588.0,261.0,19442.40306122449,43801.275862068964
旅游,2025-05-12,645328.25,2581313,4,0.0013032575348488908,588.0,261.0,4389.988095238095,9890.088122605364
时事,2025-05-12,511385.4601769911,115573114,226,0.058350743070077066,588.0,261.0,196552.9149659864,442808.86590038316
时尚,2025-05-12,522797.3076923077,6796365,13,0.0034313598915874525,588.0,261.0,11558.44387755102,26039.712643678162
明星,2025-05-12,355318.28132387705,150299633,423,0.07588352485431756,588.0,261.0,255611.62074829932,575860.6628352491
明星-内地,2025-05-12,406969.4605263158,61859358,152,0.03123165397393304,588.0,261.0,105202.98979591837,237009.0344827586
明星-日韩,2025-05-12,311477.2,3114772,10,0.001572591188413164,588.0,261.0,5297.231292517007,11933.992337164751
明星-港台,2025-05-12,541808.4,2709042,5,0.0013677455615503074,588.0,261.0,4607.214285714285,10379.471264367816
星座,2025-05-12,255494.66666666666,766484,3,0.00038698369718864674,588.0,261.0,1303.544217687075,2936.72030651341
校园,2025-05-12,875347.25,3501389,4,0.001767787012534715,588.0,261.0,5954.743197278912,13415.283524904215
汽车,2025-05-12,707969.5,15575329,22,0.007863697613191598,588.0,261.0,26488.654761904763,59675.59003831418
游戏,2025-05-12,243201.4019607843,24806543,102,0.012524368055444268,588.0,261.0,42187.998299319726,95044.22605363985
生活记录,2025-05-12,1207727.0,1207727,1,0.0006097591856510413,588.0,261.0,2053.957482993197,4627.306513409962
电商,2025-05-12,916033.6,9160336,10,0.004624885441535974,588.0,261.0,15578.802721088436,35097.072796934866
电影,2025-05-12,414834.75,6637356,16,0.00335107916725887,588.0,261.0,11288.020408163266,25430.48275862069
电影-华语电影,2025-05-12,313946.85714285716,2197628,7,0.0011095420236890677,588.0,261.0,3737.4625850340135,8420.030651340996
电影-美国电影,2025-05-12,268846.5,537693,2,0.00027147132241828274,588.0,261.0,914.4438775510204,2060.1264367816093
电视剧,2025-05-12,375807.89247311826,34950134,93,0.017645680891654133,588.0,261.0,59439.00340136055,133908.55938697318
电视剧-国产剧,2025-05-12,385596.0153846154,25063741,65,0.012654222602896694,588.0,261.0,42625.40986394558,96029.65900383142
社会,2025-05-12,446845.32465277775,514765814,1152,0.259895807202816,588.0,261.0,875452.0646258503,1972282.8122605365
科技,2025-05-12,586633.6666666666,5279703,9,0.0026656250971944487,588.0,261.0,8979.086734693878,20228.74712643678
科普,2025-05-12,273057.5172413793,7918668,29,0.003997990068219854,588.0,261.0,13467.122448979591,30339.724137931036
综艺,2025-05-12,425982.3795620438,58359586,137,0.02946468335500648,588.0,261.0,99250.99659863945,223599.94636015326
综艺-内地综艺,2025-05-12,793501.619047619,33327068,42,0.016826224671483602,588.0,261.0,56678.68707482993,127689.91570881226
美妆,2025-05-12,776451.0,3882255,5,0.0019600792623578702,588.0,261.0,6602.474489795918,14874.540229885057
美食,2025-05-12,1142787.3333333333,10285086,9,0.0051927510635358205,588.0,261.0,17491.64285714286,39406.45977011494
职场,2025-05-12,374731.0,374731,1,0.0001891948009758831,588.0,261.0,637.297619047619,1435.7509578544061
财经,2025-05-12,416821.4672897196,44599897,107,0.0225176690384833,588.0,261.0,75850.16496598639,170880.83141762452
财经-产业公司,2025-05-12,299578.5,599157,2,0.0003025033673976991,588.0,261.0,1018.9744897959183,2295.6206896551726
财经-宏观经济,2025-05-12,508628.0,508628,1,0.00025679693761861567,588.0,261.0,865.0136054421769,1948.766283524904
运动健身,2025-05-12,207557.0,207557,1,0.00010479171807550315,588.0,261.0,352.98809523809524,795.2375478927203
音乐,2025-05-12,180343.5483870968,5590650,31,0.0028226165277914577,588.0,261.0,9507.908163265307,21420.114942528737
音乐-华语音乐,2025-05-12,369209.17647058825,6276556,17,0.0031689178723777454,588.0,261.0,10674.414965986394,24048.107279693486
音乐-日韩音乐,2025-05-12,406159.0,406159,1,0.00020506222108542847,588.0,261.0,690.7465986394558,1556.1647509578545
IT技术,2025-05-19,3572717.6666666665,10718153,3,0.003919700140242002,588.0,261.0,18228.151360544216,41065.72030651341
互联网,2025-05-19,681724.6052631579,25905535,38,0.009473827176430872,588.0,261.0,44057.03231292517,99254.92337164751
体育,2025-05-19,553241.1450617284,358500262,648,0.13110594029010356,588.0,261.0,609694.3231292517,1373564.2222222222
健康,2025-05-19,464267.6666666667,2785606,6,0.0010187147196778178,588.0,261.0,4737.425170068027,10672.819923371648
健康-养生,2025-05-19,751506.5,1503013,2,0.0005496618929479316,588.0,261.0,2556.144557823129,5758.6704980842915
公益,2025-05-19,1307859.8,13078598,10,0.004782930642506108,588.0,261.0,22242.51360544218,50109.57088122606
其他,2025-05-19,362987.4869853289,766992560,2113,0.2804943020496696,588.0,261.0,1304409.1156462585,2938668.8122605365
军事,2025-05-19,143343.0,143343,1,5.242149250926995e-05,588.0,261.0,243.78061224489795,549.2068965517242
动漫,2025-05-19,344835.92307692306,4482867,13,0.0016394144036371045,588.0,261.0,7623.923469387755,17175.735632183907
动漫-日本动漫,2025-05-19,36142.0,36142,1,1.3217370797806902e-05,588.0,261.0,61.465986394557824,138.4750957854406
历史,2025-05-19,811344.0,811344,1,0.0002967139198875503,588.0,261.0,1379.8367346938776,3108.597701149425
情感,2025-05-19,685229.2777777778,24668254,36,0.00902134525074659,588.0,261.0,41952.81292517007,94514.38314176245
搞笑,2025-05-19,249963.6338028169,17747418,71,0.006490349300251026,588.0,261.0,30182.683673469386,67997.77011494253
数码,2025-05-19,1135828.7666666666,34074863,30,0.012461404990190661,588.0,261.0,57950.44727891157,130555.030651341
旅游,2025-05-19,732013.1428571428,5124092,7,0.0018739146689744884,588.0,261.0,8714.442176870749,19632.536398467433
时事,2025-05-19,539309.4708333333,129434273,240,0.04733497814690848,588.0,261.0,220126.31462585033,495916.75478927203
时尚,2025-05-19,380937.5,3047500,8,0.0011144911047068931,588.0,261.0,5182.8231292517,11676.24521072797
明星,2025-05-19,584253.9947506562,222600772,381,0.08140658910414676,588.0,261.0,378572.74149659864,852876.5210727969
明星-内地,2025-05-19,579742.6538461539,75366545,130,0.027562048890891477,588.0,261.0,128174.3962585034,288760.70881226053
明星-日韩,2025-05-19,279463.0,2794630,10,0.0010220148567504593,588.0,261.0,4752.772108843537,10707.394636015326
明星-港台,2025-05-19,477201.0,1908804,4,0.0006980623719865255,588.0,261.0,3246.265306122449,7313.425287356322
星座,2025-05-19,100298.0,100298,1,3.667964850529679e-05,588.0,261.0,170.5748299319728,384.2835249042146
校园,2025-05-19,462405.5,924811,2,0.00033820955965056164,588.0,261.0,1572.8078231292518,3543.337164750958
汽车,2025-05-19,1324306.2692307692,34431963,26,0.012591998845314806,588.0,261.0,58557.760204081635,131923.22988505746
游戏,2025-05-19,270012.40178571426,30241389,112,0.01105947794404623,588.0,261.0,51430.933673469386,115867.3908045977
电商,2025-05-19,1274852.0,5099408,4,0.001864887565306372,588.0,261.0,8672.462585034014,19537.961685823753
电影,2025-05-19,547324.4166666666,13135786,24,0.004803844676073287,588.0,261.0,22339.77210884354,50328.681992337166
电影-华语电影,2025-05-19,425778.6,2128893,5,0.0007785503892937726,588.0,261.0,3620.566326530612,8156.6781609195405
电影-美国电影,2025-05-19,273547.0,1914829,7,0.0007002657547283989,588.0,261.0,3256.5119047619046,7336.509578544062
电视剧,2025-05-19,417117.93,41711793,100,0.015254281299384824,588.0,261.0,70938.42346938775,159815.2988505747
电视剧-国产剧,2025-05-19,292817.4583333333,14055238,48,0.0051400944136302884,588.0,261.0,23903.465986394556,53851.486590038316
电视剧-韩剧,2025-05-19,23343.0,23343,1,8.536691011377524e-06,588.0,261.0,39.69897959183673,89.4367816091954
社会,2025-05-19,550636.2225969646,653054560,1186,0.238826414440779,588.0,261.0,1110637.0068027212,2502124.7509578546
科技,2025-05-19,325197.0,2276379,7,0.0008324870045747573,588.0,261.0,3871.3928571428573,8721.758620689656
科普,2025-05-19,313287.93333333335,9398638,30,0.0034371446915045724,588.0,261.0,15984.078231292517,36010.10727969349
综艺,2025-05-19,477084.65625,76333545,160,0.02791568724962866,588.0,261.0,129818.95408163265,292465.6896551724
综艺-内地综艺,2025-05-19,1306894.148148148,35286142,27,0.012904377810803707,588.0,261.0,60010.445578231294,135195.94636015326
美图,2025-05-19,437046.5,874093,2,0.0003196616482974774,588.0,261.0,1486.5527210884354,3349.015325670498
美妆,2025-05-19,4158472.25,16633889,4,0.006083124307524803,588.0,261.0,28288.9268707483,63731.375478927206
美食,2025-05-19,631506.1111111111,5683555,9,0.0020785140248112833,588.0,261.0,9665.909863945579,21776.072796934866
育儿,2025-05-19,495719.0,495719,1,0.00018128774928111448,588.0,261.0,843.0595238095239,1899.3065134099618
萌宠,2025-05-19,885796.0,885796,1,0.00032394151356355936,588.0,261.0,1506.455782312925,3393.854406130268
读书,2025-05-19,262757.0,262757,1,9.6091989893181e-05,588.0,261.0,446.8656462585034,1006.7318007662835
财经,2025-05-19,632735.8172043011,58844431,93,0.021519801447428565,588.0,261.0,100075.56292517007,225457.59003831417
财经-产业公司,2025-05-19,462291.0,924582,2,0.0003381258128210365,588.0,261.0,1572.4183673469388,3542.4597701149423
财经-保险,2025-05-19,2522271.5,5044543,2,0.0018448230683548563,588.0,261.0,8579.154761904761,19327.750957854405
财经-宏观经济,2025-05-19,393964.0,393964,1,0.00014407526614429743,588.0,261.0,670.0068027210884,1509.4406130268198
运动健身,2025-05-19,840531.8,4202659,5,0.0015369404664860925,588.0,261.0,7147.3792517006805,16102.141762452107
音乐,2025-05-19,373806.6896551724,10840394,29,0.0039644044904078675,588.0,261.0,18436.044217687075,41534.07662835249
音乐-华语音乐,2025-05-19,357328.71428571426,7503903,21,0.0027442274467869955,588.0,261.0,12761.739795918367,28750.58620689655
互联网,2025-05-26,453289.5869565217,20851321,46,0.011244908002655688,588.0,261.0,35461.430272108846,79890.11877394636
体育,2025-05-26,287458.3706896552,100035513,348,0.05394814749067779,588.0,261.0,170128.42346938775,383277.8275862069
健康,2025-05-26,511629.3333333333,6139552,12,0.00331099873324672,588.0,261.0,10441.414965986394,23523.187739463603
健康-其他,2025-05-26,987959.0,987959,1,0.0005327963664937924,588.0,261.0,1680.202380952381,3785.2835249042146
公益,2025-05-26,534794.1666666666,3208765,6,0.0017304547384379856,588.0,261.0,5457.083333333333,12294.11877394636
其他,2025-05-26,307836.8428647782,575962733,1871,0.31061091743507,588.0,261.0,979528.4574829933,2206753.7662835247
军事,2025-05-26,694473.6666666666,2083421,3,0.0011235680212203782,588.0,261.0,3543.232993197279,7982.455938697318
动漫,2025-05-26,291435.5263157895,5537275,19,0.002986196795896302,588.0,261.0,9417.134353741496,21215.613026819923
动漫-国产动漫,2025-05-26,220156.0,220156,1,0.00011872791974343811,588.0,261.0,374.4149659863946,843.5095785440614
动漫-日本动漫,2025-05-26,176565.0,176565,1,9.521973123376219e-05,588.0,261.0,300.28061224489795,676.4942528735633
历史,2025-05-26,300061.0,300061,1,0.00016181988374668773,588.0,261.0,510.3078231292517,1149.6590038314175
情感,2025-05-26,232369.17857142858,6506337,28,0.0035088022000752278,588.0,261.0,11065.198979591836,24928.494252873563
搞笑,2025-05-26,216589.1,15161237,70,0.008176302847740895,588.0,261.0,25784.416666666668,58089.030651340996
政务,2025-05-26,76188.0,76188,1,4.1087423233584655e-05,588.0,261.0,129.57142857142858,291.9080459770115
教育,2025-05-26,791638.3333333334,2374915,3,0.0012807678079066085,588.0,261.0,4038.971088435374,9099.291187739464
数码,2025-05-26,857340.2727272727,18861486,22,0.010171809971338422,588.0,261.0,32077.35714285714,72266.22988505747
旅游,2025-05-26,583869.3076923077,7590301,13,0.004093373098877787,588.0,261.0,12908.675170068027,29081.613026819923
时事,2025-05-26,481402.91079812206,102538820,213,0.055298155814726135,588.0,261.0,174385.74829931973,392869.04214559385
时尚,2025-05-26,443699.75,7099196,16,0.0038285251046118974,588.0,261.0,12073.462585034014,27199.984674329502
