outcome,category,Level Change,sig_level,p_level,Slope Change,sig_slope,p_slope,rmse,n_obs,start_week,end_week
total_minutes,其他,897.1738669780309,**,0.03229033053705072,-31.849996803622172,*,0.055071312292978104,939.5322650982536,88,2024-01-29,2025-09-29
average_minutes,其他,13.365562585742659,,0.20297229168840206,0.01491915525349874,,0.9713244739566447,23.74636093921072,88,2024-01-29,2025-09-29
time_share,其他,0.002087138606067385,**,0.032693817416577405,-4.921942479704733e-05,,0.20086380339306456,0.002190910463908997,88,2024-01-29,2025-09-29
total_minutes,军事,-1134.9656565656553,***,1.1214358613679974e-05,-54.66228980101655,***,5.358570551417726e-07,539.6945382230473,84,2024-01-29,2025-09-29
average_minutes,军事,-48.814865533190805,***,0.0007221685826530013,0.09468737128133708,,0.869517193390362,30.93371593490195,84,2024-01-29,2025-09-29
time_share,军事,-0.003284076042135481,***,1.515151385159058e-05,-0.0001544786384139538,***,1.2939008244464478e-06,0.0015883763958041215,84,2024-01-29,2025-09-29
total_minutes,动漫,-341.17363777893127,**,0.027344720203475354,1.340599801663353,,0.8247485152874416,346.33420272151665,88,2024-01-29,2025-09-29
average_minutes,动漫,-3.548273372538957,,0.7033375282390653,0.3969634999553169,,0.2849538836847533,21.169033983051936,88,2024-01-29,2025-09-29
time_share,动漫,-0.000923643848329604,**,0.017393149812010216,5.694608742952879e-06,,0.7074505644064761,0.0008678451970591805,88,2024-01-29,2025-09-29
total_minutes,动漫-其他,-74.41666666666664,,,-40.749999999999936,,,6.665481691674458e-14,3,2024-02-26,2025-07-07
average_minutes,动漫-其他,-74.41666666666664,,,-40.749999999999936,,,6.665481691674458e-14,3,2024-02-26,2025-07-07
time_share,动漫-其他,-0.00021639608657465052,,,-0.00011583519040132197,,,2.1513969894844507e-19,3,2024-02-26,2025-07-07
total_minutes,动漫-动漫资讯,-122.4333333333331,,0.2829178208506771,-115.03333333333323,**,0.039456760673517124,56.55281591268749,9,2024-03-25,2025-05-12
average_minutes,动漫-动漫资讯,-7.583333333333378,,0.729179432295677,5.816666666666668,,0.5220126663884703,11.503609202826649,9,2024-03-25,2025-05-12
time_share,动漫-动漫资讯,-0.00041308367960170517,,0.26851890330803696,-0.00039133822451489504,**,0.03428368894013216,0.00018442606473888966,9,2024-03-25,2025-05-12
total_minutes,动漫-国产动漫,-16.813522267206395,,0.8082401809071372,14.596093664514743,***,0.0008750937085912977,128.15758543992615,63,2024-02-05,2025-09-15
average_minutes,动漫-国产动漫,41.90706635177696,*,0.05485522043771789,6.144185292580044,***,1.3031404361090206e-05,39.75325795798629,63,2024-02-05,2025-09-15
time_share,动漫-国产动漫,-8.050771354162805e-05,,0.6589597539307208,4.11059264446747e-05,***,0.0004019754544700585,0.0003372504268602935,63,2024-02-05,2025-09-15
total_minutes,动漫-日本动漫,-26.50885877407613,,0.5369747671866114,-7.200056465273857,**,0.04207902799014754,66.20864872120558,43,2024-02-26,2025-09-22
average_minutes,动漫-日本动漫,-38.171299956082535,*,0.09928860899950791,-3.896047430830039,**,0.03857570386208015,35.16963322942905,43,2024-02-26,2025-09-22
time_share,动漫-日本动漫,-5.979896165606869e-05,,0.6376088484917755,-2.1760638542562516e-05,**,0.03813344536371205,0.000195959611826168,43,2024-02-26,2025-09-22
total_minutes,历史,41.60000000000001,,0.35235035234293144,106.09999999999995,***,6.957874364336357e-08,34.35986030239355,22,2024-04-01,2025-09-29
average_minutes,历史,-40.90866013071894,**,0.03228475434398853,41.6658496732026,***,1.080060459909864e-07,13.904478409155073,22,2024-04-01,2025-09-29
time_share,历史,0.00014871350129626272,,0.24645815075222824,0.00028562657732909423,***,1.589111792099696e-07,9.78917411325768e-05,22,2024-04-01,2025-09-29
total_minutes,国学,183.00000000000006,,,0.0,,,3.595093471822542e-13,3,2024-02-05,2025-05-05
average_minutes,国学,72.99999999999997,,,0.0,,,1.797546735911271e-13,3,2024-02-05,2025-05-05
time_share,国学,0.0005459537193811638,,,0.0,,,1.679638783183304e-18,3,2024-02-05,2025-05-05
total_minutes,地区,109.33333333333309,,,211.5000000000002,,,1.1479169203741087e-13,4,2024-07-01,2025-08-25
average_minutes,地区,109.33333333333309,,,128.16666666666688,,,1.0658141036401503e-13,4,2024-07-01,2025-08-25
time_share,地区,0.00027774704243627786,,,0.0006015976475393603,,,3.804375664218692e-19,4,2024-07-01,2025-08-25
total_minutes,家居,-49.35246235246248,,0.30884943879527527,-0.0696418396418903,,0.9943812247988028,48.17532755996542,33,2024-03-11,2025-09-29
average_minutes,家居,-9.561117894451314,,0.4815211613037004,6.326542667209296,**,0.029298655103228103,13.557943771977227,33,2024-03-11,2025-09-29
time_share,家居,-0.00019255316551875664,,0.2059999833326014,-1.0534174326796038e-06,,0.9727995552159023,0.00015049976055454145,33,2024-03-11,2025-09-29
total_minutes,情感,-1740.8985729112628,**,0.020414383328527415,27.837678097343357,,0.34416203723221284,1679.2289605867124,88,2024-01-29,2025-09-29
average_minutes,情感,7.426842335289615,,0.37225433722495926,-0.5571054457651319,*,0.09399536154098988,18.87424278505441,88,2024-01-29,2025-09-29
time_share,情感,-0.004441714125193165,***,0.00906590097224159,0.000164923164712521,**,0.014476093058482888,0.003790260288199135,88,2024-01-29,2025-09-29
total_minutes,房产,28.500000000000057,,0.6685816227502874,-50.93333333333314,,0.44384124528685864,20.94870277960304,6,2024-02-26,2025-05-05
average_minutes,房产,28.500000000000057,,0.6685816227502874,-50.93333333333314,,0.44384124528685864,20.94870277960304,6,2024-02-26,2025-05-05
time_share,房产,9.768255626544861e-05,,0.5962326583119406,-0.0001179125977678314,,0.5061709320527009,5.714729068528185e-05,6,2024-02-26,2025-05-05
total_minutes,搞笑,-3338.126076803323,,0.2717205161473898,498.86989414885466,***,7.588729402684333e-05,6878.312666593427,88,2024-01-29,2025-09-29
average_minutes,搞笑,17.557525786336782,,0.10719424952261083,-2.5092721776633082,***,8.855803396527276e-08,24.580863887476443,88,2024-01-29,2025-09-29
time_share,搞笑,-0.007788065056101725,,0.301555146530781,0.0014378054016889754,***,6.046202049154875e-06,0.017080029853625674,88,2024-01-29,2025-09-29
total_minutes,摄影,23.027777777777768,,0.33396940717893964,-1.6547619047619064,,0.8691833957772108,10.676126532112558,11,2024-01-29,2025-08-25
average_minutes,摄影,24.166666666666654,,0.2887596096615072,-2.224206349206352,,0.8156796887369908,10.128285190231407,11,2024-01-29,2025-08-25
time_share,摄影,5.319597831576812e-05,,0.3498031047042007,5.4970803807268044e-05,**,0.04946009833600842,2.5543612322327865e-05,11,2024-01-29,2025-08-25
total_minutes,政务,7.0095238095238415,,0.9505891135190163,48.95842490842493,***,0.001240136607099616,139.9010499635133,29,2024-02-05,2025-07-14
average_minutes,政务,-20.443650793650782,,0.5675844737874778,18.749358974358977,***,0.00016595725254186188,44.08818450873923,29,2024-02-05,2025-07-14
time_share,政务,8.591762932998447e-06,,0.9777225075324893,0.0001375706988331881,***,0.0009140959249956205,0.00038054500764842506,29,2024-02-05,2025-07-14
total_minutes,教育,142.2266015002856,,0.3091346386612762,12.851657730605018,**,0.043199826623620076,296.30009611708584,77,2024-02-05,2025-09-15
average_minutes,教育,6.830581831835662,,0.7277698526527879,6.369636046741295,***,3.652586937650721e-10,41.70788388095691,77,2024-02-05,2025-09-15
time_share,教育,0.0002937582364679755,,0.4444187243959705,3.293723807302736e-05,*,0.05916957642438572,0.0008151384303494091,77,2024-02-05,2025-09-15
total_minutes,数码,-121.7560769942358,,0.5607587065703823,-9.836037522102204,,0.24929107003279147,469.4106691294325,86,2024-01-29,2025-09-29
average_minutes,数码,-3.202237832789846,,0.6541325278796087,-0.04712640122906178,,0.871131808086183,16.03628028152269,86,2024-01-29,2025-09-29
time_share,数码,-0.0006533392701227078,,0.24795010542594298,-2.4250604791684883e-05,,0.29131875839318694,0.0012643640892093756,86,2024-01-29,2025-09-29
total_minutes,旅游,379.51392365456724,***,0.001867752502950961,9.987583275678395,*,0.06493089881152861,253.38865920671665,81,2024-02-12,2025-09-29
average_minutes,旅游,23.016920221257596,,0.25079052759285136,2.860221615331353,***,0.0021507080838232616,42.78765749502558,81,2024-02-12,2025-09-29
time_share,旅游,0.0009292709481601956,***,0.002562874836668663,2.9395461586898047e-05,**,0.03246306876574816,0.0006411579036499382,81,2024-02-12,2025-09-29
total_minutes,时事,4935.072932883581,**,0.020486156240772525,-544.8179583525396,***,4.0867581567808415e-09,4763.053721047638,88,2024-01-29,2025-09-29
average_minutes,时事,-8.546573426222533,,0.1596849259283572,0.12203572702212012,,0.611433895503166,13.73357495187123,88,2024-01-29,2025-09-29
time_share,时事,0.005758772112377731,,0.20305151908192035,-0.001279646862376512,***,2.627598719776994e-10,0.010233321656816253,88,2024-01-29,2025-09-29
total_minutes,时尚,175.89964539007082,,0.34813477199021325,-1.4328327107111907,,0.8470636058067916,425.0205972394732,88,2024-01-29,2025-09-29
average_minutes,时尚,-14.255081045777374,,0.13363567433006113,1.740360568128716,***,1.2003166158279091e-05,21.456770953836568,88,2024-01-29,2025-09-29
time_share,时尚,0.00011071999645757575,,0.8245130016798867,6.044754632874559e-06,,0.7605924737955787,0.0011347518666704468,88,2024-01-29,2025-09-29
total_minutes,明星,7358.53986334544,**,0.019290576323608366,498.43308283399773,***,0.0001065598145913758,7031.385973490071,88,2024-01-29,2025-09-29
average_minutes,明星,-10.100258837094028,***,0.00998251237907839,2.389728398153829,***,1.0311407728522396e-26,8.734239055278202,88,2024-01-29,2025-09-29
time_share,明星,0.017893590270334155,***,0.0014572919202473665,0.002083522238520933,***,2.9440763316593817e-15,0.012392271172682861,88,2024-01-29,2025-09-29
total_minutes,明星-其他,-225.79677878871416,*,0.07320551917564355,6.927612236926779,,0.36723479234318523,226.8289788269396,58,2024-02-26,2025-09-22
average_minutes,明星-其他,-35.22554931627512,,0.22238758113906568,-0.939802979278779,,0.5953899825439333,52.37767847103733,58,2024-02-26,2025-09-22
time_share,明星-其他,-0.0007563055960624436,**,0.02901626453880134,2.881921462763602e-05,,0.1713153294557537,0.0006188796402816462,58,2024-02-26,2025-09-22
total_minutes,明星-内地,3189.3080652136296,***,0.008338772655745076,30.4243166734883,,0.5182208917509198,2690.943256158836,88,2024-01-29,2025-09-29
average_minutes,明星-内地,-7.853362687245189,*,0.07451625708493446,2.5093511618257827,***,1.2512119622462407e-24,9.913932222070944,88,2024-01-29,2025-09-29
time_share,明星-内地,0.007631633258252131,***,0.007783170120266134,0.0003709823957148079,***,0.0012643685500975024,0.006380346736868845,88,2024-01-29,2025-09-29
total_minutes,明星-日韩,1335.9082002135915,***,4.665930838162454e-05,9.955799062252709,,0.42628231117717985,705.0995607173846,87,2024-01-29,2025-09-29
average_minutes,明星-日韩,7.392867600217594,,0.41907362781692514,1.4823364860675579,***,0.00010886308202927766,20.651057757638714,87,2024-01-29,2025-09-29
time_share,明星-日韩,0.003581301574706655,***,1.6945254183524344e-05,6.628167073558902e-05,**,0.03783787354712642,0.0017784037542596545,87,2024-01-29,2025-09-29
total_minutes,明星-港台,-10.612649144227724,,0.9332192477876112,13.02162987162987,**,0.03088408645637989,263.4257723029987,74,2024-01-29,2025-09-29
average_minutes,明星-港台,9.065765482081366,,0.7461093119359263,4.43834558097716,***,0.001124678615635837,58.2188854870685,74,2024-01-29,2025-09-29
time_share,明星-港台,-8.23902828401244e-05,,0.8145841418907668,5.310408964398371e-05,***,0.0018335573682512394,0.0007306034374876075,74,2024-01-29,2025-09-29
total_minutes,星座,-13.453417314393173,,0.9485180298386029,6.993940409184267,,0.4333379776041506,455.1503171810271,81,2024-01-29,2025-09-22
average_minutes,星座,28.897021657204597,,0.19827484752859642,2.5189403448854595,***,0.0098819337819836,48.80268476525542,81,2024-01-29,2025-09-22
time_share,星座,-0.00010002253815057994,,0.8515662808626243,2.1022205913222565e-05,,0.35894216773233645,0.0011675410397998457,81,2024-01-29,2025-09-22
total_minutes,校园,52.83623431794192,,0.7601940110584479,24.68521661217421,***,0.001972597064911547,369.50068522256385,78,2024-01-29,2025-09-29
average_minutes,校园,-54.87669537770735,***,0.0006593928254728185,0.5456590321424937,,0.4304345990529568,33.05634871135829,78,2024-01-29,2025-09-29
time_share,校园,0.00019441926367551936,,0.6596023641470646,7.389709417377314e-05,***,0.00032800939540532625,0.0009418608294638703,78,2024-01-29,2025-09-29
total_minutes,汽车,558.2246194430031,*,0.09141311420351808,-7.197241203514201,,0.5809205859217221,745.2783132357206,88,2024-01-29,2025-09-29
average_minutes,汽车,13.13748129475488,,0.12423808808613603,-0.9884681656954393,***,0.00422670407534641,19.288072055454347,88,2024-01-29,2025-09-29
time_share,汽车,0.0006029415043780504,,0.48175099763091356,8.257616707595377e-07,,0.9806221758352792,0.0019452063156649776,88,2024-01-29,2025-09-29
total_minutes,法律,44.9603174603173,,0.5624535256988675,31.738095238095063,,0.3610032028589268,33.97339450793127,10,2024-06-17,2025-09-29
average_minutes,法律,-8.06481481481483,,0.8503044673394237,-28.591269841269877,,0.1615364604657412,18.955282086764896,10,2024-06-17,2025-09-29
time_share,法律,8.124745182740129e-05,,0.7004901131256037,7.52408948748732e-05,,0.42580472293210614,9.322430087302376e-05,10,2024-06-17,2025-09-29
total_minutes,游戏,-698.3630167791073,,0.4983446924126814,-58.838396073666715,,0.15294427106747782,2341.1318020701588,88,2024-01-29,2025-09-29
average_minutes,游戏,-15.53751755424333,***,0.00012913271974459656,0.14467899955920477,,0.34945665091720735,8.824217695660558,88,2024-01-29,2025-09-29
time_share,游戏,-0.00223159225404248,,0.46419464120330056,-5.681078583404263e-05,,0.6387089387298064,0.006918689433244339,88,2024-01-29,2025-09-29
total_minutes,生活记录,-127.06978021978031,***,6.0498895980055213e-05,-7.203113553113564,**,0.03085955436377792,32.74706764184244,29,2024-02-26,2025-08-25
average_minutes,生活记录,-76.97820512820519,**,0.010484746910827365,-3.4496336996337114,,0.30830165000022247,34.50398698033186,29,2024-02-26,2025-08-25
time_share,生活记录,-0.0003511584602610968,***,1.088013232377596e-05,-1.539209541416308e-05,*,0.054925586281601775,7.951146234108777e-05,29,2024-02-26,2025-08-25
total_minutes,电商,475.24246786804906,*,0.05606868699066299,77.97910500352366,***,0.001939790608020213,378.46161193325764,58,2024-01-29,2025-09-29
average_minutes,电商,34.739545871871414,,0.2764777750747586,12.784078521146636,***,0.00013322056526919886,49.13334363721845,58,2024-01-29,2025-09-29
time_share,电商,0.0012230652686501444,*,0.06428115617358181,0.00023007165845377028,***,0.0006625111220432768,0.0010068004618077055,58,2024-01-29,2025-09-29
total_minutes,电影,520.0273698322083,,0.338952758358366,82.35547292426116,***,0.00024289739744639356,1232.7161273024499,88,2024-01-29,2025-09-29
average_minutes,电影,-16.679142067041866,**,0.022889504298485186,2.1347479873008073,***,6.97462646043796e-11,16.404837374878444,88,2024-01-29,2025-09-29
time_share,电影,0.0017093240681532434,,0.26517467133112277,0.00026851987701473497,***,2.761943945418824e-05,0.003473926045433163,88,2024-01-29,2025-09-29
total_minutes,电影-华语电影,669.9534849920648,**,0.010657347544954381,15.900324696487456,,0.1254489730534442,581.6393840847142,87,2024-01-29,2025-09-29
average_minutes,电影-华语电影,6.9858004399478455,,0.6190082932688941,1.2664563187243578,**,0.02652511857476767,31.748717768215304,87,2024-01-29,2025-09-29
time_share,电影-华语电影,0.0018403306850434298,**,0.01977250036227613,7.007625268690955e-05,**,0.02650811534382085,0.0017565337427162355,87,2024-01-29,2025-09-29
total_minutes,电影-日本电影,7.999999999999957,,0.9221300513242853,42.16666666666646,,0.5032754635560718,12.04989626511365,5,2024-08-05,2025-06-23
average_minutes,电影-日本电影,12.638888888888829,,0.7937279127780588,28.249999999999808,,0.45656980350612364,6.96824809270461,5,2024-08-05,2025-06-23
time_share,电影-日本电影,1.9642661373088564e-05,,0.9294161142809977,0.00011450374702483942,,0.5027720086274836,3.266982462185723e-05,5,2024-08-05,2025-06-23
total_minutes,电影-美国电影,8.61155671800828,,0.9199785651689307,-1.0533626368303897,,0.8140586518355158,168.26297705944125,67,2024-01-29,2025-09-29
average_minutes,电影-美国电影,-67.91431607963872,***,0.0008254047677116835,-2.210974429289527,**,0.032278776111086746,38.09874733301508,67,2024-01-29,2025-09-29
time_share,电影-美国电影,-0.00011071432647187956,,0.6227081526388599,-9.634415207647325e-07,,0.9346157491009724,0.00044129128595685077,67,2024-01-29,2025-09-29
total_minutes,电视剧,4022.3830825116775,***,2.8268421426148113e-05,289.4678697940667,***,5.423077447191074e-12,2070.164828988633,88,2024-01-29,2025-09-29
average_minutes,电视剧,5.713970476037671,,0.24979010854274802,2.4718955012991053,***,4.289168871062502e-21,11.240459606274577,88,2024-01-29,2025-09-29
time_share,电视剧,0.012123288452642503,***,4.797832968705954e-07,0.0010288384809578333,***,3.0566945603991356e-19,0.005064434719780564,88,2024-01-29,2025-09-29
total_minutes,电视剧-国产剧,1352.0507740875244,**,0.046599668161857066,-278.62506806404843,***,6.479501803095875e-17,1526.1050233525673,88,2024-01-29,2025-09-29
average_minutes,电视剧-国产剧,19.768655874629488,**,0.01405312733417839,2.5043024496028545,***,6.100309515851645e-12,17.966997016195055,88,2024-01-29,2025-09-29
time_share,电视剧-国产剧,0.002097522320410672,,0.14966106832967638,-0.000711616759348602,***,1.042949522265258e-20,0.0032886170632415567,88,2024-01-29,2025-09-29
total_minutes,电视剧-韩剧,632.0507936507936,***,0.003122624990924724,-15.201221001221057,,0.5986859907240856,201.89955373703313,24,2024-02-05,2025-05-19
average_minutes,电视剧-韩剧,137.2666666666667,**,0.030703960585534245,2.8561034203891027,,0.7520942148674852,63.34603931253115,24,2024-02-05,2025-05-19
time_share,电视剧-韩剧,0.001713609760378573,***,0.004283431467286448,-4.5089725260787754e-05,,0.5809657854181662,0.00057080471554546,24,2024-02-05,2025-05-19
total_minutes,直播,173.67857142857144,,0.14556936248732372,-24.48809523809519,,0.7071035542882103,32.1479645168237,9,2024-07-01,2025-09-22
average_minutes,直播,173.67857142857144,,0.14556936248732372,-24.48809523809519,,0.7071035542882103,32.1479645168237,9,2024-07-01,2025-09-22
time_share,直播,0.0004215907276755172,,0.14480986483016345,-5.852031682204255e-05,,0.7107399690735383,7.785317621626227e-05,9,2024-07-01,2025-09-22
total_minutes,社会,18943.1606166753,***,0.0009965863537489041,-1757.9940557845898,***,6.99788672724751e-12,12659.802436167305,88,2024-01-29,2025-09-29
average_minutes,社会,9.418530703255684,**,0.031308910149505834,1.4284554680109545,***,1.1489982887704146e-12,9.805177250446787,88,2024-01-29,2025-09-29
time_share,社会,0.027023559177961853,**,0.03599646081680663,-0.003226835551280428,***,8.219989853186152e-09,0.028907136282184796,88,2024-01-29,2025-09-29
total_minutes,科技,-1259.3740375720486,***,1.0408083448101462e-14,-15.06404876563874,***,0.00690347204734344,300.98140801354276,86,2024-01-29,2025-09-29
average_minutes,科技,-40.87875156277349,***,0.0026215440719352967,0.6016000859887957,,0.2646193355552522,29.658302475198525,86,2024-01-29,2025-09-29
time_share,科技,-0.0032581609911949356,***,3.786256923142644e-11,-2.6775230117907575e-05,,0.12703593159994991,0.0009617983958729299,86,2024-01-29,2025-09-29
total_minutes,科普,1274.7355777547139,***,0.009280481093942231,10.700692647041306,,0.5751224664003745,1091.2625367833843,88,2024-01-29,2025-09-29
average_minutes,科普,27.496372499411237,**,0.0281744599555157,1.0309482411725288,**,0.03800941091657334,28.06560222854112,88,2024-01-29,2025-09-29
time_share,科普,0.002758494650767065,**,0.019923113702878584,4.9155277889390304e-05,,0.29015936716272145,0.0026499789564197332,88,2024-01-29,2025-09-29
total_minutes,综艺,-1533.7571959868562,,0.16272744482012433,193.52161734574867,***,2.4001511429060213e-05,2482.7867800281138,88,2024-01-29,2025-09-29
average_minutes,综艺,21.385749632820783,***,0.000815655171297924,1.685955547838474,***,9.445191386214326e-10,14.037419822528733,88,2024-01-29,2025-09-29
time_share,综艺,-0.006146062778425833,*,0.05897505164035875,0.0007638892103836938,***,5.0417535851113796e-08,0.007318976094082526,88,2024-01-29,2025-09-29
total_minutes,综艺-内地综艺,67.92202473620392,,0.9260637360764579,45.70162615056137,,0.11866990632017417,1663.60440853651,88,2024-01-29,2025-09-29
average_minutes,综艺-内地综艺,16.336661241748242,*,0.06237075443033894,1.8049899088577828,***,1.112114115061966e-06,19.717991756654648,88,2024-01-29,2025-09-29
time_share,综艺-内地综艺,0.00011054570944049019,,0.9499826254240656,0.00015647348535286658,**,0.02761251155703567,0.004005550760975968,88,2024-01-29,2025-09-29
total_minutes,美图,53.99523809523807,,0.21494671224921688,8.739097744360889,*,0.05493699630367581,57.87879452950009,35,2024-01-29,2025-09-22
average_minutes,美图,22.646031746031717,,0.2830368661377113,3.138941102756887,,0.15053334069243857,28.130124270516802,35,2024-01-29,2025-09-22
time_share,美图,0.00016986989311862009,,0.14454173799168743,3.3936357446168674e-05,***,0.006616393911644491,0.00015400317901594177,35,2024-01-29,2025-09-22
total_minutes,美妆,571.1859014218796,***,9.696739803566266e-06,-20.95477996695508,***,0.0003321622648723342,253.4820181000936,77,2024-01-29,2025-09-29
average_minutes,美妆,20.083800778944404,,0.31755926885173896,-2.983806418973509,***,0.001867457599489523,42.11807850494267,77,2024-01-29,2025-09-29
time_share,美妆,0.0014720205762828124,***,9.536232091866349e-06,-5.211132149261586e-05,***,0.0005087321615504948,0.000652649752188655,77,2024-01-29,2025-09-29
total_minutes,美食,549.283409249115,***,7.789021155443914e-05,-0.17885391252522687,,0.9741738084010934,293.9754448339026,85,2024-01-29,2025-09-29
average_minutes,美食,71.49461763413683,***,0.0003469884344962676,0.8044132688216847,,0.3169327476323192,42.63827155841333,85,2024-01-29,2025-09-29
time_share,美食,0.001355430656316463,***,0.00014209859967452334,4.540043423164838e-06,,0.7494004966272476,0.0007560613909579303,85,2024-01-29,2025-09-29
total_minutes,职场,64.84266503536288,,0.12864435978782582,5.203985001945941,,0.14232118161027127,65.0776792300235,46,2024-02-19,2025-09-01
average_minutes,职场,52.44196529186394,**,0.034707418316146536,4.346170248700416,**,0.03536880469668268,37.37729628867614,46,2024-02-19,2025-09-01
time_share,职场,0.00013603008956339285,,0.18799561903914466,1.372725870817605e-05,,0.11199354920835,0.00015811806402251074,46,2024-02-19,2025-09-01
total_minutes,育儿,55.279310344827785,,0.6711303734031109,6.225451559934408,,0.8669167409556555,109.14183857231602,34,2024-02-12,2025-09-29
average_minutes,育儿,-43.611973180076475,,0.23140066531104966,-9.89844006568138,,0.3396284802350007,30.22666255202498,34,2024-02-12,2025-09-29
time_share,育儿,0.00011672836961327424,,0.7111705754741999,2.646180816544305e-05,,0.7688171286086095,0.0002643657896450446,34,2024-02-12,2025-09-29
total_minutes,艺术,-3.2530303030303855,,0.9479851336726306,-30.968181818181833,**,0.04119114170027805,35.512408247261995,16,2024-05-27,2025-08-04
average_minutes,艺术,-69.55833333333345,,0.1295694237136163,-36.47954545454549,***,0.009580527607192779,31.079460734977687,16,2024-05-27,2025-08-04
time_share,艺术,2.674139992300489e-06,,0.9838003499930232,-8.174947258905165e-05,**,0.04129426497854953,9.380200621643082e-05,16,2024-05-27,2025-08-04
total_minutes,艺术-戏剧,-127.30238095238094,,0.12217627411357534,-3.1404761904761607,,0.8884802209353028,48.08236773809697,12,2024-03-04,2025-09-22
average_minutes,艺术-戏剧,-127.30238095238094,,0.12217627411357534,-3.1404761904761607,,0.8884802209353028,48.08236773809697,12,2024-03-04,2025-09-22
time_share,艺术-戏剧,-0.00033162490814526535,,0.1163482009552325,-2.6800367430528122e-06,,0.9626576296787238,0.00012296841307551964,12,2024-03-04,2025-09-22
total_minutes,萌宠,-131.32248900293263,*,0.08574740117456903,15.56476302397791,***,0.0003279063230186937,145.59892079629674,64,2024-01-29,2025-09-29
average_minutes,萌宠,-33.19056640231039,**,0.01849798317142304,2.0038612481894025,***,0.00921310930752342,26.549517361730356,64,2024-01-29,2025-09-29
time_share,萌宠,-0.0003193205662455627,*,0.0946832891624911,4.744680838377994e-05,***,1.909124178619051e-05,0.0003642532337122657,64,2024-01-29,2025-09-29
total_minutes,读书,-69.20226680013712,,0.3613778784626879,13.82577656454431,***,0.0018293266936253187,142.35466922041118,62,2024-01-29,2025-09-22
average_minutes,读书,-43.18793315654376,,0.16996975904398867,2.957431387915666,*,0.09616358354204264,58.82001956593992,62,2024-01-29,2025-09-22
time_share,读书,-0.0002473688800935515,,0.22193098381624882,3.974581190570832e-05,***,0.00083202570954173,0.0003791729460816002,62,2024-01-29,2025-09-22
total_minutes,财经,-1179.1119313267639,,0.11862266901966857,-116.4030799921791,***,0.00018112638315131958,1704.8596020325963,88,2024-01-29,2025-09-29
average_minutes,财经,-1.1014328008543233,,0.876281698664054,0.175932841432576,,0.5317763986607009,16.07948433957858,88,2024-01-29,2025-09-29
time_share,财经,-0.0033042699523357024,*,0.06926374733714681,-0.0002044743057412987,***,0.005242780124940102,0.004093391513566588,88,2024-01-29,2025-09-29
