week_start,category,host_category_raw,is_official,weekly_total_minutes,topic_count,weekly_avg_minutes,time_share
2024-07-22,科普 (非官媒),科普,0,25,1,25.0,6.303103648236391e-05
2024-07-22,综艺 (官媒),综艺,1,3714,29,128.06896551724137,0.009363890779819983
2024-07-22,综艺 (非官媒),综艺,0,9899,80,123.7375,0.024957769205556816
2024-07-22,综艺-内地综艺 (官媒),综艺-内地综艺,1,891,13,68.53846153846153,0.00224642614023145
2024-07-22,综艺-内地综艺 (非官媒),综艺-内地综艺,0,6331,48,131.89583333333334,0.015961979678793838
2024-07-22,美图 (非官媒),美图,0,131,1,131.0,0.00033028263116758694
2024-07-22,美食 (非官媒),美食,0,110,2,55.0,0.0002773365605224012
2024-07-22,萌宠 (非官媒),萌宠,0,183,2,91.5,0.00046138718705090385
2024-07-22,财经 (官媒),财经,1,5887,40,147.175,0.014842548470867054
2024-07-22,财经 (非官媒),财经,0,7385,55,134.27272727272728,0.018619368176890302
2024-07-22,财经-产业公司 (非官媒),财经-产业公司,0,81,1,81.0,0.0002042205582028591
2024-07-22,财经-其他 (非官媒),财经-其他,0,42,1,42.0,0.00010589214129037138
2024-07-22,财经-宏观经济 (官媒),财经-宏观经济,1,47,1,47.0,0.00011849834858684417
2024-07-22,音乐 (非官媒),音乐,0,2807,39,71.97435897435898,0.00707712477623982
2024-07-22,音乐-华语音乐 (非官媒),音乐-华语音乐,0,902,10,90.2,0.00227415979628369
2024-07-22,音乐-日韩音乐 (非官媒),音乐-日韩音乐,0,978,5,195.6,0.0024657741471900765
2024-07-29,互联网 (非官媒),互联网,0,1581,18,87.83333333333333,0.004015584837801867
2024-07-29,体育 (官媒),体育,1,5055,35,144.42857142857142,0.012839203893161568
2024-07-29,体育 (非官媒),体育,0,124416,818,152.09779951100245,0.3160044295888407
2024-07-29,健康 (官媒),健康,1,131,1,131.0,0.0003327271434231781
2024-07-29,公益 (官媒),公益,1,1069,3,356.3333333333333,0.0027151550864074614
2024-07-29,公益 (非官媒),公益,0,18,1,18.0,4.571823344745959e-05
2024-07-29,其他 (非官媒),其他,0,1507,10,150.7,0.0038276321002956447
2024-07-29,军事 (官媒),军事,1,1834,18,101.88888888888889,0.004658180007924494
2024-07-29,动漫 (非官媒),动漫,0,283,5,56.6,0.0007187922258683925
2024-07-29,家居 (非官媒),家居,0,80,1,80.0,0.00020319214865537595
2024-07-29,情感 (官媒),情感,1,495,15,33.0,0.0012572514198051388
2024-07-29,情感 (非官媒),情感,0,2986,29,102.96551724137932,0.007584146948561908
2024-07-29,搞笑 (非官媒),搞笑,0,9075,80,113.4375,0.02304960936309421
2024-07-29,教育 (官媒),教育,1,16,1,16.0,4.0638429731075194e-05
2024-07-29,教育 (非官媒),教育,0,65,2,32.5,0.00016509362078249296
2024-07-29,数码 (非官媒),数码,0,183,2,91.5,0.0004648020400491725
2024-07-29,旅游 (非官媒),旅游,0,1,1,1.0,2.5399018581921996e-06
2024-07-29,时事 (官媒),时事,1,28607,179,159.81564245810057,0.07265897245730425
2024-07-29,时事 (非官媒),时事,0,1612,20,80.6,0.004094321795405825
2024-07-29,时尚 (非官媒),时尚,0,1749,11,159.0,0.004442288349978157
2024-07-29,明星 (非官媒),明星,0,39544,273,144.84981684981685,0.10043787908035233
2024-07-29,明星-其他 (非官媒),明星-其他,0,191,3,63.666666666666664,0.0004851212549147101
2024-07-29,明星-内地 (官媒),明星-内地,1,1154,3,384.6666666666667,0.0029310467443537983
2024-07-29,明星-内地 (非官媒),明星-内地,0,14827,107,138.57009345794393,0.03765912485141574
2024-07-29,明星-日韩 (非官媒),明星-日韩,0,1752,11,159.27272727272728,0.004449908055552733
2024-07-29,星座 (非官媒),星座,0,205,4,51.25,0.0005206798809294008
2024-07-29,校园 (非官媒),校园,0,183,1,183.0,0.0004648020400491725
2024-07-29,汽车 (官媒),汽车,1,118,3,39.333333333333336,0.0002997084192666795
2024-07-29,汽车 (非官媒),汽车,0,844,10,84.4,0.0021436771683142164
2024-07-29,游戏 (非官媒),游戏,0,4074,69,59.04347826086956,0.01034756017027502
2024-07-29,电影 (官媒),电影,1,412,5,82.4,0.0010464395655751862
2024-07-29,电影 (非官媒),电影,0,2112,23,91.82608695652173,0.005364272724501925
2024-07-29,电影-华语电影 (非官媒),电影-华语电影,0,1578,17,92.82352941176471,0.00400796513222729
2024-07-29,电视剧 (非官媒),电视剧,0,7050,60,117.5,0.017906308100255005
2024-07-29,电视剧-国产剧 (非官媒),电视剧-国产剧,0,5929,43,137.88372093023256,0.01505907811722155
2024-07-29,电视剧-韩剧 (非官媒),电视剧-韩剧,0,1,1,1.0,2.5399018581921996e-06
2024-07-29,社会 (官媒),社会,1,74314,544,136.6066176470588,0.1887502666896951
2024-07-29,社会 (非官媒),社会,0,37279,310,120.25483870967741,0.094685001371547
2024-07-29,科技 (官媒),科技,1,556,5,111.2,0.001412185433154863
2024-07-29,科技 (非官媒),科技,0,1149,6,191.5,0.002918347235062837
2024-07-29,科普 (官媒),科普,1,186,4,46.5,0.0004724217456237491
2024-07-29,综艺 (官媒),综艺,1,1482,12,123.5,0.0037641345538408397
2024-07-29,综艺 (非官媒),综艺,0,4083,50,81.66,0.01037041928699875
2024-07-29,综艺-内地综艺 (官媒),综艺-内地综艺,1,301,4,75.25,0.000764510459315852
2024-07-29,综艺-内地综艺 (非官媒),综艺-内地综艺,0,4445,32,138.90625,0.011289863759664327
2024-07-29,美妆 (非官媒),美妆,0,184,2,92.0,0.0004673419419073647
2024-07-29,艺术-戏剧 (非官媒),艺术-戏剧,0,133,1,133.0,0.00033780694713956254
2024-07-29,萌宠 (非官媒),萌宠,0,17,1,17.0,4.317833158926739e-05
2024-07-29,财经 (官媒),财经,1,1782,21,84.85714285714286,0.0045261051112985
2024-07-29,财经 (非官媒),财经,0,1467,27,54.333333333333336,0.003726036025967957
2024-07-29,财经-产业公司 (非官媒),财经-产业公司,0,38,1,38.0,9.651627061130358e-05
2024-07-29,财经-其他 (非官媒),财经-其他,0,169,2,84.5,0.0004292434140344817
2024-07-29,运动健身 (非官媒),运动健身,0,157,2,78.5,0.0003987645917361753
2024-07-29,音乐 (非官媒),音乐,0,3220,33,97.57575757575758,0.008178483983378882
2024-07-29,音乐-华语音乐 (非官媒),音乐-华语音乐,0,141,5,28.2,0.0003581261620051001
2024-07-29,音乐-日韩音乐 (非官媒),音乐-日韩音乐,0,1876,11,170.54545454545453,0.004764855885968566
2024-08-05,互联网 (非官媒),互联网,0,1590,13,122.3076923076923,0.004167256372757151
2024-08-05,体育 (官媒),体育,1,2263,16,141.4375,0.005931132812295241
2024-08-05,体育 (非官媒),体育,0,103033,791,130.2566371681416,0.2700408338706211
2024-08-05,其他 (官媒),其他,1,306,2,153.0,0.0008020002830589234
2024-08-05,其他 (非官媒),其他,0,1935,19,101.84210526315789,0.0050714723781667215
2024-08-05,军事 (官媒),军事,1,1530,17,90.0,0.004010001415294617
2024-08-05,动漫 (非官媒),动漫,0,359,9,39.888888888888886,0.0009409088288174952
2024-08-05,动漫-国产动漫 (非官媒),动漫-国产动漫,0,27,2,13.5,7.07647308581403e-05
2024-08-05,家居 (非官媒),家居,0,25,1,25.0,6.552289894272251e-05
2024-08-05,情感 (官媒),情感,1,1755,20,87.75,0.00459970750577912
2024-08-05,情感 (非官媒),情感,0,5401,37,145.97297297297297,0.01415556708758577
2024-08-05,搞笑 (非官媒),搞笑,0,12287,123,99.89430894308943,0.03220319437236926
2024-08-05,教育 (官媒),教育,1,143,1,143.0,0.0003747909819523727
2024-08-05,数码 (非官媒),数码,0,746,9,82.88888888888889,0.0019552033044508395
2024-08-05,旅游 (官媒),旅游,1,47,2,23.5,0.0001231830500123183
2024-08-05,时事 (官媒),时事,1,23255,185,125.70270270270271,0.06094940059652047
2024-08-05,时事 (非官媒),时事,0,2503,30,83.43333333333334,0.006560152642145377
2024-08-05,时尚 (非官媒),时尚,0,405,7,57.857142857142854,0.0010614709628721044
2024-08-05,明星 (官媒),明星,1,21,2,10.5,5.50392351118869e-05
2024-08-05,明星 (非官媒),明星,0,41181,295,139.59661016949153,0.10793194005441022
2024-08-05,明星-其他 (非官媒),明星-其他,0,356,2,178.0,0.0009330460809443685
2024-08-05,明星-内地 (官媒),明星-内地,1,1198,10,119.8,0.0031398573173352625
2024-08-05,明星-内地 (非官媒),明星-内地,0,12578,116,108.43103448275862,0.03296588091606255
2024-08-05,明星-日韩 (非官媒),明星-日韩,0,1696,16,106.0,0.004445073464274294
2024-08-05,明星-港台 (非官媒),明星-港台,0,28,2,14.0,7.33856468158492e-05
2024-08-05,星座 (非官媒),星座,0,26,2,13.0,6.81438149004314e-05
2024-08-05,校园 (非官媒),校园,0,461,4,115.25,0.001208242256503803
2024-08-05,汽车 (官媒),汽车,1,139,1,139.0,0.0003643073181215371
2024-08-05,汽车 (非官媒),汽车,0,591,7,84.42857142857143,0.00154896133100596
2024-08-05,游戏 (非官媒),游戏,0,4928,87,56.64367816091954,0.01291587383958946
2024-08-05,生活记录 (非官媒),生活记录,0,236,3,78.66666666666667,0.0006185361660193005
2024-08-05,电影 (官媒),电影,1,454,8,56.75,0.0011898958447998406
2024-08-05,电影 (非官媒),电影,0,3814,27,141.25925925925927,0.009996173462701746
2024-08-05,电影-华语电影 (非官媒),电影-华语电影,0,301,3,100.33333333333333,0.000788895703270379
2024-08-05,电影-日本电影 (非官媒),电影-日本电影,0,79,1,79.0,0.00020705236065900312
2024-08-05,电影-美国电影 (非官媒),电影-美国电影,0,246,1,246.0,0.0006447453255963894
2024-08-05,电视剧 (官媒),电视剧,1,202,1,202.0,0.0005294250234571978
2024-08-05,电视剧 (非官媒),电视剧,0,11144,87,128.09195402298852,0.02920748743270798
2024-08-05,电视剧-国产剧 (非官媒),电视剧-国产剧,0,9251,77,120.14285714285714,0.024246093524765033
2024-08-05,社会 (官媒),社会,1,65272,565,115.52566371681417,0.17107242639157533
2024-08-05,社会 (非官媒),社会,0,41384,363,114.00550964187327,0.10846398599382512
2024-08-05,科技 (官媒),科技,1,435,1,435.0,0.0011400984416033715
2024-08-05,科技 (非官媒),科技,0,400,9,44.44444444444444,0.0010483663830835601
2024-08-05,科普 (官媒),科普,1,548,4,137.0,0.0014362619448244772
2024-08-05,科普 (非官媒),科普,0,303,7,43.285714285714285,0.0007941375351857967
2024-08-05,综艺 (官媒),综艺,1,5556,38,146.21052631578948,0.01456180906103065
2024-08-05,综艺 (非官媒),综艺,0,3113,35,88.94285714285714,0.008158911376347807
2024-08-05,综艺-内地综艺 (非官媒),综艺-内地综艺,0,3365,31,108.54838709677419,0.00881938219769045
2024-08-05,美图 (非官媒),美图,0,179,2,89.5,0.0004691439564298931
2024-08-05,美妆 (非官媒),美妆,0,252,3,84.0,0.0006604708213426428
2024-08-05,美食 (非官媒),美食,0,167,4,41.75,0.00043769296493738634
2024-08-05,萌宠 (非官媒),萌宠,0,39,1,39.0,0.00010221572235064711
2024-08-05,读书 (非官媒),读书,0,274,2,137.0,0.0007181309724122386
2024-08-05,财经 (官媒),财经,1,3337,24,139.04166666666666,0.0087459965508746
2024-08-05,财经 (非官媒),财经,0,2490,26,95.76923076923077,0.0065260807346951616
2024-08-05,运动健身 (官媒),运动健身,1,36,1,36.0,9.43529744775204e-05
2024-08-05,音乐 (非官媒),音乐,0,4648,38,122.3157894736842,0.012182017371430967
2024-08-05,音乐-华语音乐 (非官媒),音乐-华语音乐,0,143,3,47.666666666666664,0.0003747909819523727
2024-08-05,音乐-日韩音乐 (非官媒),音乐-日韩音乐,0,3065,14,218.92857142857142,0.008033107410377778
2024-08-12,互联网 (非官媒),互联网,0,899,7,128.42857142857142,0.0023217075784770736
2024-08-12,体育 (官媒),体育,1,1827,13,140.53846153846155,0.004718308949808246
2024-08-12,体育 (非官媒),体育,0,38849,235,165.31489361702128,0.10032927443409992
2024-08-12,健康 (官媒),健康,1,11,1,11.0,2.840799039293416e-05
2024-08-12,健康-医疗 (非官媒),健康-医疗,0,107,1,107.0,0.0002763322701858141
2024-08-12,公益 (非官媒),公益,0,266,1,266.0,0.0006869568585927715
2024-08-12,其他 (非官媒),其他,0,1660,21,79.04761904761905,0.0042870240047518824
2024-08-12,军事 (官媒),军事,1,1198,11,108.9090909090909,0.0030938884082486475
2024-08-12,动漫 (非官媒),动漫,0,768,12,64.0,0.001983394238343039
2024-08-12,动漫-国产动漫 (非官媒),动漫-国产动漫,0,30,1,30.0,7.747633743527498e-05
2024-08-12,动漫-日本动漫 (非官媒),动漫-日本动漫,0,307,1,307.0,0.0007928411864209806
2024-08-12,历史 (官媒),历史,1,263,2,131.5,0.000679209224849244
2024-08-12,情感 (官媒),情感,1,3985,33,120.75757575757575,0.010291440155985692
2024-08-12,情感 (非官媒),情感,0,4456,29,153.6551724137931,0.01150781865371951
2024-08-12,搞笑 (非官媒),搞笑,0,14434,101,142.9108910891089,0.037276448484691964
2024-08-12,数码 (非官媒),数码,0,406,4,101.5,0.0010485130999573881
2024-08-12,旅游 (非官媒),旅游,0,31,2,15.5,8.005888201645081e-05
2024-08-12,时事 (官媒),时事,1,21316,134,159.07462686567163,0.05504952029234405
2024-08-12,时事 (非官媒),时事,0,2481,24,103.375,0.00640729310589724
2024-08-12,时尚 (非官媒),时尚,0,605,7,86.42857142857143,0.0015624394716113787
2024-08-12,明星 (官媒),明星,1,917,5,183.4,0.0023681933809382386
2024-08-12,明星 (非官媒),明星,0,41583,261,159.32183908045977,0.10738995131903464
2024-08-12,明星-其他 (非官媒),明星-其他,0,622,3,207.33333333333334,0.0016063427294913679
2024-08-12,明星-内地 (官媒),明星-内地,1,1337,13,102.84615384615384,0.003452862105032088
2024-08-12,明星-内地 (非官媒),明星-内地,0,17168,99,173.41414141414143,0.044337125369626695
2024-08-12,明星-日韩 (非官媒),明星-日韩,0,802,7,114.57142857142857,0.002071200754103018
2024-08-12,明星-港台 (非官媒),明星-港台,0,914,5,182.8,0.002360445747194711
2024-08-12,星座 (非官媒),星座,0,442,6,73.66666666666667,0.001141484704879718
2024-08-12,校园 (非官媒),校园,0,25,1,25.0,6.456361452939582e-05
2024-08-12,汽车 (官媒),汽车,1,18,1,18.0,4.648580246116499e-05
2024-08-12,汽车 (非官媒),汽车,0,1403,16,87.6875,0.003623310047389693
2024-08-12,游戏 (非官媒),游戏,0,6795,122,55.69672131147541,0.01754839042908978
2024-08-12,电商 (非官媒),电商,0,89,1,89.0,0.0002298464677246491
2024-08-12,电影 (官媒),电影,1,2450,10,245.0,0.00632723422388079
2024-08-12,电影 (非官媒),电影,0,2192,22,99.63636363636364,0.005660937721937425
2024-08-12,电影-华语电影 (非官媒),电影-华语电影,0,562,7,80.28571428571429,0.001451390054620818
2024-08-12,电影-日本电影 (非官媒),电影-日本电影,0,24,1,24.0,6.198106994821997e-05
2024-08-12,电影-美国电影 (非官媒),电影-美国电影,0,595,3,198.33333333333334,0.0015366140257996204
2024-08-12,电视剧 (非官媒),电视剧,0,3560,45,79.11111111111111,0.009193858708985965
2024-08-12,电视剧-国产剧 (非官媒),电视剧-国产剧,0,7710,64,120.46875,0.01991141872086567
2024-08-12,直播 (非官媒),直播,0,4,1,4.0,1.033017832470333e-05
2024-08-12,社会 (官媒),社会,1,95958,572,167.75874125874125,0.24781581292047053
2024-08-12,社会 (非官媒),社会,0,64420,414,155.60386473429952,0.16636752191934714
2024-08-12,科技 (非官媒),科技,0,1124,8,140.5,0.002902780109241636
2024-08-12,科普 (官媒),科普,1,2469,17,145.23529411764707,0.00637630257092313
2024-08-12,科普 (非官媒),科普,0,456,3,152.0,0.0011776403290161797
2024-08-12,综艺 (官媒),综艺,1,6727,29,231.9655172413793,0.017372777397569827
2024-08-12,综艺 (非官媒),综艺,0,7895,67,117.83582089552239,0.0203891894683832
2024-08-12,综艺-内地综艺 (非官媒),综艺-内地综艺,0,3069,35,87.68571428571428,0.00792582931962863
2024-08-12,美妆 (非官媒),美妆,0,7,1,7.0,1.807781206823083e-05
2024-08-12,萌宠 (非官媒),萌宠,0,359,3,119.66666666666667,0.0009271335046421239
2024-08-12,读书 (非官媒),读书,0,195,5,39.0,0.0005035961933292873
2024-08-12,财经 (官媒),财经,1,8252,35,235.77142857142857,0.02131115788386297
2024-08-12,财经 (非官媒),财经,0,7755,55,141.0,0.02002763322701858
2024-08-12,财经-产业公司 (非官媒),财经-产业公司,0,227,1,227.0,0.000586237619926914
2024-08-12,财经-其他 (非官媒),财经-其他,0,36,1,36.0,9.297160492232998e-05
2024-08-12,音乐 (非官媒),音乐,0,3896,35,111.31428571428572,0.010061593688261044
2024-08-12,音乐-华语音乐 (非官媒),音乐-华语音乐,0,555,12,46.25,0.0014333122425525871
2024-08-12,音乐-日韩音乐 (非官媒),音乐-日韩音乐,0,704,6,117.33333333333333,0.0018181113851477861
2024-08-19,互联网 (官媒),互联网,1,357,1,357.0,0.0009574896070805954
2024-08-19,互联网 (非官媒),互联网,0,2425,18,134.72222222222223,0.006503956014483036
2024-08-19,体育 (官媒),体育,1,4239,23,184.30434782608697,0.011369183317688079
2024-08-19,体育 (非官媒),体育,0,28333,200,141.665,0.07599034464261767
2024-08-19,其他 (官媒),其他,1,469,4,117.25,0.0012578785034196057
2024-08-19,其他 (非官媒),其他,0,2707,25,108.28,0.007260292342765187
2024-08-19,军事 (官媒),军事,1,180,5,36.0,0.0004827678691162666
2024-08-19,动漫 (非官媒),动漫,0,460,9,51.111111111111114,0.0012337401099637925
2024-08-19,动漫-日本动漫 (非官媒),动漫-日本动漫,0,483,3,161.0,0.001295427115461982
2024-08-19,情感 (官媒),情感,1,1423,18,79.05555555555556,0.003816548209735819
2024-08-19,情感 (非官媒),情感,0,4374,32,136.6875,0.011731259219525279
2024-08-19,搞笑 (非官媒),搞笑,0,18710,101,185.24752475247524,0.0501810379509186
2024-08-19,教育 (官媒),教育,1,228,2,114.0,0.0006115059675472711
2024-08-19,教育 (非官媒),教育,0,1561,15,104.06666666666666,0.004186670242724956
2024-08-19,数码 (非官媒),数码,0,569,7,81.28571428571429,0.001526082875150865
2024-08-19,旅游 (官媒),旅游,1,159,2,79.5,0.00042644495105270214
2024-08-19,旅游 (非官媒),旅游,0,117,3,39.0,0.0003137991149255733
2024-08-19,时事 (官媒),时事,1,22299,151,147.67549668874173,0.059806892852353494
2024-08-19,时事 (非官媒),时事,0,3395,27,125.74074074074075,0.009105538420276251
2024-08-19,时尚 (非官媒),时尚,0,494,5,98.8,0.0013249295963524207
2024-08-19,明星 (官媒),明星,1,378,7,54.0,0.00101381252514416
2024-08-19,明星 (非官媒),明星,0,29062,230,126.35652173913043,0.07794555451253855
2024-08-19,明星-其他 (非官媒),明星-其他,0,488,4,122.0,0.001308837334048545
2024-08-19,明星-内地 (官媒),明星-内地,1,2174,18,120.77777777777777,0.005830763041437576
2024-08-19,明星-内地 (非官媒),明星-内地,0,17594,122,144.21311475409837,0.047187877162397744
2024-08-19,明星-日韩 (非官媒),明星-日韩,0,411,3,137.0,0.0011023199678154754
2024-08-19,明星-港台 (非官媒),明星-港台,0,1734,5,346.8,0.004650663805820035
2024-08-19,星座 (非官媒),星座,0,1352,10,135.2,0.0036261231058066245
2024-08-19,校园 (非官媒),校园,0,208,2,104.0,0.0005578650932010192
2024-08-19,汽车 (官媒),汽车,1,92,1,92.0,0.0002467480219927585
2024-08-19,汽车 (非官媒),汽车,0,1133,14,80.92857142857143,0.003038755531715167
2024-08-19,游戏 (非官媒),游戏,0,13863,148,93.66891891891892,0.037181172053104464
2024-08-19,电商 (非官媒),电商,0,182,1,182.0,0.00048813195655089176
2024-08-19,电影 (官媒),电影,1,762,12,63.5,0.002043717312592195
2024-08-19,电影 (非官媒),电影,0,965,19,50.78947368421053,0.0025881721872066514
2024-08-19,电影-华语电影 (非官媒),电影-华语电影,0,1104,12,92.0,0.0029609762639131016
2024-08-19,电视剧 (官媒),电视剧,1,173,2,86.5,0.00046399356309507843
2024-08-19,电视剧 (非官媒),电视剧,0,6498,61,106.52459016393442,0.017427920075097223
2024-08-19,电视剧-国产剧 (非官媒),电视剧-国产剧,0,5802,60,96.7,0.01556121764784766
2024-08-19,电视剧-韩剧 (非官媒),电视剧-韩剧,0,237,1,237.0,0.0006356443610030844
2024-08-19,社会 (官媒),社会,1,93699,652,143.71012269938652,0.25130481426847256
2024-08-19,社会 (非官媒),社会,0,64025,425,150.64705882352942,0.17171784900093873
2024-08-19,科技 (官媒),科技,1,752,2,376.0,0.0020168968754190695
2024-08-19,科技 (非官媒),科技,0,586,8,73.25,0.001571677618345179
2024-08-19,科普 (官媒),科普,1,2085,14,148.92857142857142,0.005592061150596754
2024-08-19,科普 (非官媒),科普,0,328,3,109.33333333333333,0.0008797103392785302
2024-08-19,综艺 (官媒),综艺,1,6123,28,218.67857142857142,0.016422153681105
2024-08-19,综艺 (非官媒),综艺,0,4091,61,67.06557377049181,0.010972240847525815
2024-08-19,综艺-内地综艺 (官媒),综艺-内地综艺,1,225,1,225.0,0.0006034598363953333
2024-08-19,综艺-内地综艺 (非官媒),综艺-内地综艺,0,6758,49,137.91836734693877,0.0181252514415985
2024-08-19,美食 (非官媒),美食,0,506,7,72.28571428571429,0.0013571141209601715
2024-08-19,职场 (官媒),职场,1,73,2,36.5,0.00019578919136381922
2024-08-19,萌宠 (非官媒),萌宠,0,243,4,60.75,0.00065173662330696
2024-08-19,财经 (官媒),财经,1,5165,31,166.61290322580646,0.013852755799919538
2024-08-19,财经 (非官媒),财经,0,4047,46,87.97826086956522,0.010854230923964061
2024-08-19,财经-产业公司 (非官媒),财经-产业公司,0,554,2,277.0,0.001485852219391176
2024-08-19,财经-其他 (非官媒),财经-其他,0,471,2,235.5,0.001263242590854231
2024-08-19,运动健身 (非官媒),运动健身,0,62,1,62.0,0.00016628671047338073
2024-08-19,音乐 (非官媒),音乐,0,3860,49,78.77551020408163,0.010352688748826605
2024-08-19,音乐-其他 (非官媒),音乐-其他,0,22,1,22.0,5.9004961780877026e-05
2024-08-19,音乐-华语音乐 (非官媒),音乐-华语音乐,0,1448,9,160.88888888888889,0.0038835993026686334
2024-08-19,音乐-日韩音乐 (非官媒),音乐-日韩音乐,0,533,5,106.6,0.0014295293013276116
2024-08-26,互联网 (非官媒),互联网,0,865,7,123.57142857142857,0.00233579244121364
2024-08-26,体育 (官媒),体育,1,1962,18,109.0,0.005298063317527355
2024-08-26,体育 (非官媒),体育,0,32881,237,138.73839662447259,0.08878981648502393
2024-08-26,公益 (非官媒),公益,0,23,1,23.0,6.210777589354187e-05
2024-08-26,其他 (官媒),其他,1,190,2,95.0,0.0005130642356423025
2024-08-26,其他 (非官媒),其他,0,3731,21,177.66666666666666,0.010074961385165422
2024-08-26,军事 (官媒),军事,1,1390,9,154.44444444444446,0.0037534699344357915
2024-08-26,动漫 (非官媒),动漫,0,663,8,82.875,0.0017903241485834026
2024-08-26,动漫-国产动漫 (非官媒),动漫-国产动漫,0,21,1,21.0,5.6707099728886056e-05
2024-08-26,动漫-日本动漫 (非官媒),动漫-日本动漫,0,96,1,96.0,0.0002592324559034791
2024-08-26,历史 (官媒),历史,1,1,1,1.0,2.7003380823279073e-06
2024-08-26,地区 (非官媒),地区,0,6,1,6.0,1.6202028493967445e-05
2024-08-26,情感 (官媒),情感,1,2405,28,85.89285714285714,0.006494313087998618
2024-08-26,情感 (非官媒),情感,0,5517,30,183.9,0.014897765200203066
2024-08-26,搞笑 (非官媒),搞笑,0,16435,83,198.0120481927711,0.04438005638305916
2024-08-26,教育 (非官媒),教育,0,97,1,97.0,0.00026193279398580705
2024-08-26,数码 (非官媒),数码,0,360,4,90.0,0.0009721217096380467
2024-08-26,旅游 (官媒),旅游,1,631,1,631.0,0.0017039133299489096
2024-08-26,旅游 (非官媒),旅游,0,134,2,67.0,0.0003618453030319396
2024-08-26,时事 (官媒),时事,1,13149,109,120.63302752293578,0.035506745444529655
2024-08-26,时事 (非官媒),时事,0,3652,31,117.80645161290323,0.009861634676661518
2024-08-26,时尚 (非官媒),时尚,0,498,7,71.14285714285714,0.0013447683649992978
2024-08-26,明星 (官媒),明星,1,1599,8,199.875,0.004317840593642324
2024-08-26,明星 (非官媒),明星,0,43558,295,147.6542372881356,0.117621326190039
2024-08-26,明星-其他 (非官媒),明星-其他,0,401,2,200.5,0.001082835571013491
2024-08-26,明星-内地 (官媒),明星-内地,1,3741,35,106.88571428571429,0.010101964765988701
2024-08-26,明星-内地 (非官媒),明星-内地,0,14525,97,149.7422680412371,0.039222410645812854
2024-08-26,明星-日韩 (非官媒),明星-日韩,0,1781,15,118.73333333333333,0.004809302124626003
2024-08-26,明星-港台 (非官媒),明星-港台,0,27,1,27.0,7.290912822285351e-05
2024-08-26,星座 (非官媒),星座,0,624,6,104.0,0.0016850109633726143
2024-08-26,校园 (非官媒),校园,0,279,2,139.5,0.0007533943249694862
2024-08-26,汽车 (官媒),汽车,1,1175,6,195.83333333333334,0.003172897246735291
2024-08-26,汽车 (非官媒),汽车,0,1865,24,77.70833333333333,0.0050361305235415476
2024-08-26,游戏 (非官媒),游戏,0,11184,127,88.06299212598425,0.030200581112755316
2024-08-26,生活记录 (非官媒),生活记录,0,77,1,77.0,0.00020792603233924886
2024-08-26,电影 (官媒),电影,1,585,7,83.57142857142857,0.001579697778161826
2024-08-26,电影 (非官媒),电影,0,690,14,49.285714285714285,0.0018632332768062562
2024-08-26,电影-华语电影 (非官媒),电影-华语电影,0,379,10,37.9,0.001023428133202277
2024-08-26,电影-美国电影 (非官媒),电影-美国电影,0,195,4,48.75,0.000526565926053942
2024-08-26,电视剧 (官媒),电视剧,1,77,1,77.0,0.00020792603233924886
2024-08-26,电视剧 (非官媒),电视剧,0,5906,69,85.59420289855072,0.015948196714228622
2024-08-26,电视剧-国产剧 (非官媒),电视剧-国产剧,0,11127,93,119.64516129032258,0.030046661842062627
2024-08-26,社会 (官媒),社会,1,103484,679,152.40648011782034,0.2794417861116212
2024-08-26,社会 (非官媒),社会,0,51407,388,132.4922680412371,0.13881627979823075
2024-08-26,科技 (官媒),科技,1,453,3,151.0,0.001223253151294542
2024-08-26,科技 (非官媒),科技,0,1835,11,166.8181818181818,0.00495512038107171
2024-08-26,科普 (官媒),科普,1,1292,11,117.45454545454545,0.0034888368023676566
2024-08-26,科普 (非官媒),科普,0,203,4,50.75,0.0005481686307125652
2024-08-26,综艺 (官媒),综艺,1,3218,27,119.18518518518519,0.008689687948931206
2024-08-26,综艺 (非官媒),综艺,0,7533,86,87.59302325581395,0.020341646774176127
2024-08-26,综艺-内地综艺 (非官媒),综艺-内地综艺,0,2004,37,54.16216216216216,0.005411477516985126
2024-08-26,美妆 (非官媒),美妆,0,333,4,83.25,0.0008992125814151932
2024-08-26,美食 (官媒),美食,1,189,1,189.0,0.0005103638975599745
2024-08-26,美食 (非官媒),美食,0,408,7,58.285714285714285,0.0011017379375897862
2024-08-26,职场 (官媒),职场,1,25,1,25.0,6.750845205819768e-05
2024-08-26,艺术 (非官媒),艺术,0,6,1,6.0,1.6202028493967445e-05
2024-08-26,萌宠 (非官媒),萌宠,0,29,2,14.5,7.830980438750932e-05
2024-08-26,财经 (官媒),财经,1,2482,19,130.6315789473684,0.006702239120337866
2024-08-26,财经 (非官媒),财经,0,4224,33,128.0,0.011406228059753082
2024-08-26,财经-产业公司 (非官媒),财经-产业公司,0,1091,10,109.1,0.002946068847819747
2024-08-26,财经-宏观经济 (官媒),财经-宏观经济,1,50,2,25.0,0.00013501690411639537
2024-08-26,运动健身 (非官媒),运动健身,0,122,1,122.0,0.0003294412460440047
2024-08-26,音乐 (非官媒),音乐,0,3437,30,114.56666666666666,0.009281061988961017
2024-08-26,音乐-华语音乐 (非官媒),音乐-华语音乐,0,956,8,119.5,0.0025815232067054796
