week_start,category,weekly_total_minutes,topic_count,weekly_avg_minutes,time_share
2024-06-24,电视剧-国产剧,7472,58,128.82758620689654,0.018986199939524686
2024-06-24,社会,128392,832,154.31730769230768,0.3262414591321538
2024-06-24,科技,1750,13,134.6153846153846,0.0044467143862644805
2024-06-24,科普,3653,18,202.94444444444446,0.00928219865887094
2024-06-24,综艺,11038,106,104.13207547169812,0.028047333368907048
2024-06-24,综艺-内地综艺,9838,59,166.74576271186442,0.024998157789754262
2024-06-24,美图,39,1,39.0,9.909820632246556e-05
2024-06-24,美妆,215,3,71.66666666666667,0.0005463106245982076
2024-06-24,美食,161,3,53.666666666666664,0.0004090977235363322
2024-06-24,萌宠,197,3,65.66666666666667,0.0005005729909109158
2024-06-24,读书,232,2,116.0,0.0005895072786362054
2024-06-24,财经,7410,53,139.81132075471697,0.018828659201268458
2024-06-24,运动健身,213,1,213.0,0.0005412286652996196
2024-06-24,音乐,3294,40,82.35,0.008369986964774399
2024-06-24,音乐-华语音乐,340,8,42.5,0.0008639330807599562
2024-06-24,音乐-日韩音乐,360,2,180.0,0.0009147526737458359
