outcome,category,Level Change,sig_level,p_level,Slope Change,sig_slope,p_slope,rmse,n_obs,start_week,end_week
average_minutes,动漫-国产动漫 (非官媒),41.13783558254619,*,0.05992075208037953,6.172251820646572,***,1.2569566490871605e-05,39.85036481854244,63,2024-02-05,2025-09-15
time_share,动漫-国产动漫 (非官媒),-8.871009165933256e-05,,0.6272797364908591,4.140520240302338e-05,***,0.0003743558032729987,0.00033771693829334255,63,2024-02-05,2025-09-15
total_minutes,动漫-日本动漫 (非官媒),-26.50885877407613,,0.5369747671866114,-7.200056465273857,**,0.04207902799014754,66.20864872120558,43,2024-02-26,2025-09-22
average_minutes,动漫-日本动漫 (非官媒),-38.171299956082535,*,0.09928860899950791,-3.896047430830039,**,0.03857570386208015,35.16963322942905,43,2024-02-26,2025-09-22
time_share,动漫-日本动漫 (非官媒),-5.979896165606869e-05,,0.6376088484917755,-2.1760638542562516e-05,**,0.03813344536371205,0.000195959611826168,43,2024-02-26,2025-09-22
total_minutes,历史 (官媒),146.66666666666575,,0.20510069080539395,120.13333333333408,*,0.09480747285465009,38.9642082405061,7,2024-04-01,2025-06-09
average_minutes,历史 (官媒),50.72222222222179,,0.26006131145106254,60.3083333333337,*,0.05736386601193802,15.69478753663476,7,2024-04-01,2025-06-09
time_share,历史 (官媒),0.00043758827284281674,,0.16484133082657457,0.00032323627548857896,*,0.0903373284325194,0.00010253821913112216,7,2024-04-01,2025-06-09
total_minutes,历史 (非官媒),-196.02440476190534,***,3.4903597416948113e-05,-17.39900793650825,***,0.003297344143284048,26.84573264863149,16,2024-07-22,2025-09-29
average_minutes,历史 (非官媒),-194.19434523809585,***,2.5537965901372817e-05,-18.775297619047933,***,0.001416951332626732,25.77385518045555,16,2024-07-22,2025-09-29
time_share,历史 (非官媒),-0.0005008567290867034,***,5.082759578626488e-05,-3.9964332036886205e-05,***,0.00835903230403379,7.127511602523622e-05,16,2024-07-22,2025-09-29
total_minutes,国学 (官媒),183.00000000000006,,,0.0,,,3.595093471822542e-13,3,2024-02-05,2025-05-05
average_minutes,国学 (官媒),72.99999999999997,,,0.0,,,1.797546735911271e-13,3,2024-02-05,2025-05-05
time_share,国学 (官媒),0.0005459537193811638,,,0.0,,,1.679638783183304e-18,3,2024-02-05,2025-05-05
total_minutes,地区 (非官媒),109.33333333333309,,,211.5000000000002,,,1.1479169203741087e-13,4,2024-07-01,2025-08-25
average_minutes,地区 (非官媒),109.33333333333309,,,128.16666666666688,,,1.0658141036401503e-13,4,2024-07-01,2025-08-25
time_share,地区 (非官媒),0.00027774704243627786,,,0.0006015976475393603,,,3.804375664218692e-19,4,2024-07-01,2025-08-25
total_minutes,家居 (非官媒),-49.35246235246248,,0.30884943879527527,-0.0696418396418903,,0.9943812247988028,48.17532755996542,33,2024-03-11,2025-09-29
average_minutes,家居 (非官媒),-9.561117894451314,,0.4815211613037004,6.326542667209296,**,0.029298655103228103,13.557943771977227,33,2024-03-11,2025-09-29
time_share,家居 (非官媒),-0.00019255316551875664,,0.2059999833326014,-1.0534174326796038e-06,,0.9727995552159023,0.00015049976055454145,33,2024-03-11,2025-09-29
total_minutes,情感 (官媒),-1189.8001427088748,***,5.8249724504021675e-05,-60.550493236034725,***,5.48597945929584e-07,640.5239085778599,88,2024-01-29,2025-09-29
average_minutes,情感 (官媒),-4.044467257517482,,0.6838549607380886,-0.3778855328958645,,0.3392787855004775,22.564215576970795,88,2024-01-29,2025-09-29
time_share,情感 (官媒),-0.0031260289580893803,***,0.00017007913845722361,-0.0001381690780964667,***,3.410601027507587e-05,0.0018105265403940462,88,2024-01-29,2025-09-29
total_minutes,情感 (非官媒),-551.0984302023876,,0.4293086662085568,88.3881713333781,***,0.0019013230566902115,1581.8850827423923,88,2024-01-29,2025-09-29
average_minutes,情感 (非官媒),9.7440445120702,,0.3425429063235139,-2.1835673203840313,***,6.48132861965911e-07,23.27142028986546,88,2024-01-29,2025-09-29
time_share,情感 (非官媒),-0.0013156851671037842,,0.41707039879929975,0.00030309224280898763,***,8.991242949714797e-06,0.00367782320405282,88,2024-01-29,2025-09-29
total_minutes,房产 (官媒),-11.666666666666664,,,0.0,,,1.644129973133917e-14,3,2024-03-11,2024-11-11
average_minutes,房产 (官媒),-11.666666666666664,,,0.0,,,1.644129973133917e-14,3,2024-03-11,2024-11-11
time_share,房产 (官媒),-1.4008016453547216e-05,,,0.0,,,6.111172972862882e-20,3,2024-03-11,2024-11-11
total_minutes,房产 (非官媒),-91.3333333333334,,,0.0,,,7.519677498818824e-14,3,2024-02-26,2025-05-05
average_minutes,房产 (非官媒),-91.3333333333334,,,0.0,,,7.519677498818824e-14,3,2024-02-26,2025-05-05
time_share,房产 (非官媒),-0.00022442476116498969,,,0.0,,,2.0760891004518698e-19,3,2024-02-26,2025-05-05
total_minutes,搞笑 (非官媒),-3338.126076803323,,0.2717205161473898,498.86989414885466,***,7.588729402684333e-05,6878.312666593427,88,2024-01-29,2025-09-29
average_minutes,搞笑 (非官媒),17.557525786336782,,0.10719424952261083,-2.5092721776633082,***,8.855803396527276e-08,24.580863887476443,88,2024-01-29,2025-09-29
time_share,搞笑 (非官媒),-0.007788065056101725,,0.301555146530781,0.0014378054016889754,***,6.046202049154875e-06,0.017080029853625674,88,2024-01-29,2025-09-29
total_minutes,摄影 (非官媒),23.027777777777768,,0.33396940717893964,-1.6547619047619064,,0.8691833957772108,10.676126532112558,11,2024-01-29,2025-08-25
average_minutes,摄影 (非官媒),24.166666666666654,,0.2887596096615072,-2.224206349206352,,0.8156796887369908,10.128285190231407,11,2024-01-29,2025-08-25
time_share,摄影 (非官媒),5.319597831576812e-05,,0.3498031047042007,5.4970803807268044e-05,**,0.04946009833600842,2.5543612322327865e-05,11,2024-01-29,2025-08-25
total_minutes,政务 (官媒),-6.388888888888896,,0.6568867673458694,-5.000000000000011,,0.684583228571482,2.616896663635794,5,2024-02-05,2025-03-31
average_minutes,政务 (官媒),-6.388888888888896,,0.6568867673458694,-5.000000000000011,,0.684583228571482,2.616896663635794,5,2024-02-05,2025-03-31
time_share,政务 (官媒),-1.9321208987703635e-05,,0.6130526777779617,-1.2847080340890064e-05,,0.6876904970468177,6.803076100525452e-06,5,2024-02-05,2025-03-31
total_minutes,政务 (非官媒),103.78113553113579,,0.37471998769526116,71.88919413919415,***,0.00010459716852454903,133.71545015647058,26,2024-02-12,2025-07-14
average_minutes,政务 (非官媒),32.544413919414,,0.35097832942110363,30.36675824175824,***,1.0177477606215338e-06,39.86905619297157,26,2024-02-12,2025-07-14
time_share,政务 (非官媒),0.0002909545955308448,,0.3641719415135489,0.0002033163395174789,***,7.270405905965418e-05,0.0003665547246987322,26,2024-02-12,2025-07-14
total_minutes,教育 (官媒),-93.64777094250773,,0.20710161583348977,15.846673501936646,**,0.014192069148505878,110.4762383563749,41,2024-02-05,2025-09-15
average_minutes,教育 (官媒),-6.453364471785449,,0.8874121038249485,11.714889496468441,***,0.004042642276801716,68.57262829421562,41,2024-02-05,2025-09-15
time_share,教育 (官媒),-0.00022040328860468072,,0.2585859216600858,4.779727982601508e-05,***,0.005517188364512899,0.0002909818685096819,41,2024-02-05,2025-09-15
total_minutes,教育 (非官媒),301.0021706198172,*,0.06121451290060048,20.0274429509724,**,0.012799266298745022,320.28837474378014,70,2024-02-19,2025-09-15
average_minutes,教育 (非官媒),19.55421946669712,,0.27924459043618094,4.598469432676847,***,2.2610213723185886e-06,36.32083828674543,70,2024-02-19,2025-09-15
time_share,教育 (非官媒),0.0006994855642350034,,0.11721498874643917,5.084462878636595e-05,**,0.022867252903869248,0.0008929849729404142,70,2024-02-19,2025-09-15
total_minutes,数码 (非官媒),-121.7560769942358,,0.5607587065703823,-9.836037522102204,,0.24929107003279147,469.4106691294325,86,2024-01-29,2025-09-29
average_minutes,数码 (非官媒),-3.202237832789846,,0.6541325278796087,-0.04712640122906178,,0.871131808086183,16.03628028152269,86,2024-01-29,2025-09-29
time_share,数码 (非官媒),-0.0006533392701227078,,0.24795010542594298,-2.4250604791684883e-05,,0.29131875839318694,0.0012643640892093756,86,2024-01-29,2025-09-29
total_minutes,旅游 (官媒),-105.39655870445338,,0.31152053754355175,-11.523799884326174,,0.33867502640156666,130.06471941535528,32,2024-02-19,2025-09-08
average_minutes,旅游 (官媒),-40.56396761133609,,0.48008351451370546,-17.867932652143182,**,0.011000536281514284,72.08406110786439,32,2024-02-19,2025-09-08
time_share,旅游 (官媒),-0.00028339828647907573,,0.27356024512389404,-2.6344854031714255e-05,,0.3774630125199182,0.00032274552860501847,32,2024-02-19,2025-09-08
total_minutes,旅游 (非官媒),339.4187145017054,***,0.0015227531054862093,9.511245792878459,*,0.05693466962475082,216.41440969828153,78,2024-02-12,2025-09-29
average_minutes,旅游 (非官媒),48.89983352018358,**,0.018945697269444662,3.861113831056432,***,0.0001644739572169154,42.7901507230522,78,2024-02-12,2025-09-29
time_share,旅游 (非官媒),0.0008437274747935875,***,0.0020579964420382175,2.7597686824488593e-05,**,0.03165930185904971,0.0005544913436214278,78,2024-02-12,2025-09-29
total_minutes,时事 (官媒),6295.149718906758,***,0.0019429165863739262,-482.2260752185631,***,2.312839446468234e-08,4485.47039331338,88,2024-01-29,2025-09-29
average_minutes,时事 (官媒),-5.923079801084758,,0.31832568256588417,-0.07185687676680069,,0.7599316115591502,13.451008369774835,88,2024-01-29,2025-09-29
time_share,时事 (官媒),0.009819177425408783,**,0.026446481827660673,-0.0011196398563424327,***,5.793833305071195e-09,0.009907458218078327,88,2024-01-29,2025-09-29
total_minutes,时事 (非官媒),-1360.0767860231804,***,0.00033353591051535515,-62.59188313397625,***,4.0324350085567654e-05,828.7005983785854,88,2024-01-29,2025-09-29
average_minutes,时事 (非官媒),-37.4817460375627,***,0.0008270936941326565,1.498498405030459,***,0.0007694959900072547,24.633055296757256,88,2024-01-29,2025-09-29
time_share,时事 (非官媒),-0.004060405313031026,***,2.1917037179835156e-05,-0.00016000700603407866,***,2.512120196264927e-05,0.0020583726910356408,88,2024-01-29,2025-09-29
total_minutes,时尚 (非官媒),176.51400709219845,,0.3438119689535084,-1.6732351158915773,,0.8208407322136759,422.6792969615598,88,2024-01-29,2025-09-29
average_minutes,时尚 (非官媒),-14.23979190229674,,0.13419843129153164,1.7343778598102075,***,1.2856091021578082e-05,21.465212656467084,88,2024-01-29,2025-09-29
time_share,时尚 (非官媒),0.000112378546329553,,0.8209998565084539,5.395756856883496e-06,,0.7845097829571384,0.0011287603875267836,88,2024-01-29,2025-09-29
total_minutes,明星 (官媒),-483.3575422804147,**,0.030701388068476016,28.985767136490843,***,0.0015786723337849922,497.54769177631465,87,2024-01-29,2025-09-29
average_minutes,明星 (官媒),-24.42461812680412,,0.20405249525017743,0.4430909697980183,,0.5664354709146726,43.1759714953031,87,2024-01-29,2025-09-29
time_share,明星 (官媒),-0.0017010344346146417,***,0.006843482438108461,8.916987102492233e-05,***,0.000533529272638329,0.0013878257442927423,87,2024-01-29,2025-09-29
total_minutes,明星 (非官媒),7795.678018508903,**,0.012818249307250689,467.63692974199904,***,0.00023763775680928586,6988.1665667846055,88,2024-01-29,2025-09-29
average_minutes,明星 (非官媒),-9.537088990313919,**,0.01780423336421504,2.4297838690316915,***,2.2947145028742794e-26,8.994670587629255,88,2024-01-29,2025-09-29
time_share,明星 (非官媒),0.019468959753103476,***,0.0004934660324524279,0.0019894503631430692,***,1.3111985413816442e-14,0.012242249713765516,88,2024-01-29,2025-09-29
total_minutes,明星-其他 (非官媒),-225.79677878871416,*,0.07320551917564355,6.927612236926779,,0.36723479234318523,226.8289788269396,58,2024-02-26,2025-09-22
average_minutes,明星-其他 (非官媒),-35.22554931627512,,0.22238758113906568,-0.939802979278779,,0.5953899825439333,52.37767847103733,58,2024-02-26,2025-09-22
time_share,明星-其他 (非官媒),-0.0007563055960624436,**,0.02901626453880134,2.881921462763602e-05,,0.1713153294557537,0.0006188796402816462,58,2024-02-26,2025-09-22
total_minutes,明星-内地 (官媒),3.880236983219703,,0.9931043246694415,-145.5164619910374,***,2.6066817305539642e-12,1020.4859614308292,88,2024-01-29,2025-09-29
average_minutes,明星-内地 (官媒),-23.708572399849267,*,0.059972286786271166,1.5611084991816047,***,0.0021908644933197213,28.346287918878563,88,2024-01-29,2025-09-29
time_share,明星-内地 (官媒),-0.0012098492412977696,,0.3280111528016695,-0.0004012396691206098,***,2.2641095245739413e-12,0.002803385181105552,88,2024-01-29,2025-09-29
total_minutes,明星-内地 (非官媒),3185.4278282304085,***,0.009508235245125852,175.94077866452554,***,0.00039697148204416075,2736.063264792759,88,2024-01-29,2025-09-29
average_minutes,明星-内地 (非官媒),-3.4459752119919287,,0.48167704086485585,2.512796124694404,***,9.188834477837096e-22,11.115503460456148,88,2024-01-29,2025-09-29
time_share,明星-内地 (非官媒),0.0088414824995499,***,0.002300200595808438,0.0007722220648354173,***,8.589623503621656e-10,0.006409930921215908,88,2024-01-29,2025-09-29
total_minutes,明星-日韩 (非官媒),1335.9082002135915,***,4.665930838162454e-05,9.955799062252709,,0.42628231117717985,705.0995607173846,87,2024-01-29,2025-09-29
average_minutes,明星-日韩 (非官媒),7.392867600217594,,0.41907362781692514,1.4823364860675579,***,0.00010886308202927766,20.651057757638714,87,2024-01-29,2025-09-29
time_share,明星-日韩 (非官媒),0.003581301574706655,***,1.6945254183524344e-05,6.628167073558902e-05,**,0.03783787354712642,0.0017784037542596545,87,2024-01-29,2025-09-29
total_minutes,明星-港台 (非官媒),-10.612649144227724,,0.9332192477876112,13.02162987162987,**,0.03088408645637989,263.4257723029987,74,2024-01-29,2025-09-29
average_minutes,明星-港台 (非官媒),9.065765482081366,,0.7461093119359263,4.43834558097716,***,0.001124678615635837,58.2188854870685,74,2024-01-29,2025-09-29
time_share,明星-港台 (非官媒),-8.23902828401244e-05,,0.8145841418907668,5.310408964398371e-05,***,0.0018335573682512394,0.0007306034374876075,74,2024-01-29,2025-09-29
total_minutes,星座 (非官媒),-13.453417314393173,,0.9485180298386029,6.993940409184267,,0.4333379776041506,455.1503171810271,81,2024-01-29,2025-09-22
average_minutes,星座 (非官媒),28.897021657204597,,0.19827484752859642,2.5189403448854595,***,0.0098819337819836,48.80268476525542,81,2024-01-29,2025-09-22
time_share,星座 (非官媒),-0.00010002253815057994,,0.8515662808626243,2.1022205913222565e-05,,0.35894216773233645,0.0011675410397998457,81,2024-01-29,2025-09-22
total_minutes,校园 (官媒),-112.0126984126984,*,0.08260791214472764,-59.72380952380954,**,0.010412628110792396,34.64043574148265,11,2024-02-26,2025-06-30
average_minutes,校园 (官媒),-42.853439153439126,*,0.09833116869077561,-24.21269841269843,**,0.010521473180705988,14.07481631419153,11,2024-02-26,2025-06-30
time_share,校园 (官媒),-0.00026894857793973305,,0.10878728427825676,-0.0001533646018198379,**,0.01195727440589285,9.164161964518207e-05,11,2024-02-26,2025-06-30
total_minutes,校园 (非官媒),26.92765518131375,,0.8738303630450401,24.081692145106757,***,0.0024163782700139407,359.08322085114406,77,2024-01-29,2025-09-29
average_minutes,校园 (非官媒),-56.20316282742057,***,0.0012872677388085624,0.6723769502474126,,0.37984808827603966,35.66616834315134,77,2024-01-29,2025-09-29
time_share,校园 (非官媒),0.00013393400796121664,,0.7571372401696702,7.28778103765596e-05,***,0.00038190154362176964,0.0009168961591231453,77,2024-01-29,2025-09-29
total_minutes,汽车 (官媒),70.97568901686506,,0.6082357313861927,-54.67048297419815,***,5.983478034041832e-12,284.5869162006712,73,2024-02-05,2025-09-29
average_minutes,汽车 (官媒),40.94383853619145,,0.17967527277346235,-1.684771162298783,,0.24793348396133452,62.36679639910805,73,2024-02-05,2025-09-29
time_share,汽车 (官媒),-0.00012167927085959246,,0.7567137599535009,-0.00015637738488488915,***,4.56441300689206e-12,0.0008077537646401589,73,2024-02-05,2025-09-29
total_minutes,汽车 (非官媒),455.796626881163,,0.15275802975830208,43.43393844259577,***,0.0008477698775518628,720.1258258178306,88,2024-01-29,2025-09-29
average_minutes,汽车 (非官媒),17.4679957295917,***,0.005714985064841048,0.6963913713995348,***,0.0055529670700328075,14.039325886834398,88,2024-01-29,2025-09-29
time_share,汽车 (非官媒),0.0006058640100621103,,0.4622169136039326,0.00014294633706373085,***,3.320603280081989e-05,0.0018700681474474285,88,2024-01-29,2025-09-29
total_minutes,法律 (非官媒),44.9603174603173,,0.5624535256988675,31.738095238095063,,0.3610032028589268,33.97339450793127,10,2024-06-17,2025-09-29
average_minutes,法律 (非官媒),-8.06481481481483,,0.8503044673394237,-28.591269841269877,,0.1615364604657412,18.955282086764896,10,2024-06-17,2025-09-29
time_share,法律 (非官媒),8.124745182740129e-05,,0.7004901131256037,7.52408948748732e-05,,0.42580472293210614,9.322430087302376e-05,10,2024-06-17,2025-09-29
total_minutes,游戏 (官媒),-3.9777777777777814,,0.9089908162041711,0.0,,,18.081180838902654,7,2024-02-26,2025-02-17
average_minutes,游戏 (官媒),11.18888888888889,,0.7514470705623699,0.0,,,18.245102056584326,7,2024-02-26,2025-02-17
time_share,游戏 (官媒),-1.887295439489877e-05,,0.8375726395522135,0.0,,,4.774123104664492e-05,7,2024-02-26,2025-02-17
total_minutes,游戏 (非官媒),-701.5005881335439,,0.49671026973376387,-59.01323450884895,,0.1520140607012534,2342.7040824000305,88,2024-01-29,2025-09-29
average_minutes,游戏 (非官媒),-15.573814318196426,***,0.0001273931779263767,0.14600784644274994,,0.34573522674184387,8.836431638346841,88,2024-01-29,2025-09-29
time_share,游戏 (非官媒),-0.0022375306524821427,,0.4634124492545756,-5.726656755160289e-05,,0.636327083666588,0.006924931867395601,88,2024-01-29,2025-09-29
total_minutes,生活记录 (非官媒),-127.06978021978031,***,6.0498895980055213e-05,-7.203113553113564,**,0.03085955436377792,32.74706764184244,29,2024-02-26,2025-08-25
average_minutes,生活记录 (非官媒),-76.97820512820519,**,0.010484746910827365,-3.4496336996337114,,0.30830165000022247,34.50398698033186,29,2024-02-26,2025-08-25
time_share,生活记录 (非官媒),-0.0003511584602610968,***,1.088013232377596e-05,-1.539209541416308e-05,*,0.054925586281601775,7.951146234108777e-05,29,2024-02-26,2025-08-25
total_minutes,电商 (非官媒),475.24246786804906,*,0.05606868699066299,77.97910500352366,***,0.001939790608020213,378.46161193325764,58,2024-01-29,2025-09-29
average_minutes,电商 (非官媒),34.739545871871414,,0.2764777750747586,12.784078521146636,***,0.00013322056526919886,49.13334363721845,58,2024-01-29,2025-09-29
time_share,电商 (非官媒),0.0012230652686501444,*,0.06428115617358181,0.00023007165845377028,***,0.0006625111220432768,0.0010068004618077055,58,2024-01-29,2025-09-29
total_minutes,电影 (官媒),-344.275082760377,,0.1897300855008105,11.53023936847396,,0.8576179475656209,319.4527859875268,41,2024-02-19,2025-06-09
average_minutes,电影 (官媒),-0.36376580935406544,,0.9876280328381487,4.1068904531508394,,0.48111716830757634,28.883990215931078,41,2024-02-19,2025-06-09
time_share,电影 (官媒),-0.0008556189020829955,,0.20757761894637008,3.4192025970141647e-05,,0.8371640179524915,0.0008268832730707505,41,2024-02-19,2025-06-09
total_minutes,电影 (非官媒),925.3136827538481,*,0.08829865575123051,79.95671878642906,***,0.00032287687783740855,1223.2449035481463,88,2024-01-29,2025-09-29
average_minutes,电影 (非官媒),-20.06634123257212,***,0.007028076957067811,1.9716216589057642,***,1.223185687188307e-09,16.554347538662004,88,2024-01-29,2025-09-29
