date,obs_count,S,H_cnt,heat_sum,minutes_sum,heat_hhi,heat_top5_share,heat_top10_share,heat_effective_topics,minutes_hhi,minutes_top5_share,minutes_top10_share,minutes_effective_topics,mean_emo_cnt,mean_emo_min,mean_abs_emo_cnt,mean_abs_emo_min,var_emo_cnt,var_emo_min,share_neg_cnt,share_neg_min,share_pos_cnt,share_pos_min,polarity_cnt,polarity_min,balanced_extremes_cnt,balanced_extremes_min
2024-02-14,286,25,2.3097254801504,133390252.0,51776.0,0.0088866536581356,0.13058958011414507,0.2044826259118245,112.52829675482118,0.0066079695626668315,0.06696152657601978,0.12631334981458592,151.33241618570983,0.0026223776223776225,0.0005504480840543882,0.0026223776223776225,0.0005504480840543882,0.0019599063523888702,0.00041253306994755196,0.0,0.0,0.0034965034965034965,0.0007339307787391842,0.0034965034965034965,0.0007339307787391842,0.0,0.0
2024-02-15,273,30,2.432667564101947,109095085.0,49864.0,0.006794409900392585,0.08274993323484738,0.15282597744893825,147.17981615183675,0.006842511036404389,0.06668137333547249,0.12447858174233917,146.1451789671473,0.00293040293040293,0.0013927883844055832,0.0032967032967032967,0.0020967030322477137,0.002354050101302848,0.0010414481559181579,0.0,0.0,0.003663003663003663,0.0015642547729825124,0.003663003663003663,0.0015642547729825124,0.0,0.0
2024-02-16,269,28,2.3098256825129315,123489121.0,48070.0,0.008358032170568524,0.1064631434213545,0.19184265632597708,119.64538776499812,0.007171655959564894,0.07857291449968795,0.145933014354067,139.43780985007962,-0.005762081784386616,-0.011342833368004993,0.005762081784386616,0.011342833368004993,0.004437058636558367,0.008665546496902335,0.007434944237918215,0.014645308924485127,0.0,0.0,0.007434944237918215,0.014645308924485127,0.0,0.0
2024-02-17,269,26,2.283770735840676,131803348.0,46331.0,0.007902698095309734,0.10513931709837902,0.18412043675855638,126.53906146224945,0.007009325645890476,0.07552178886706525,0.14243163324771752,142.66707676597872,-0.0031598513011152412,-0.001374889382918564,0.0031598513011152412,0.001374889382918564,0.001634996752394245,0.0007065985958927732,0.0037174721189591076,0.0015972027368284733,0.0,0.0,0.0037174721189591076,0.0015972027368284733,0.0,0.0
2024-02-18,292,33,2.527419911079553,152352675.0,50226.0,0.006852172245815604,0.08394677677960036,0.15255282521294752,145.93912180340578,0.006751964297419946,0.07243260462708558,0.13510930593716403,148.1050485385592,-0.00017123287671232877,-0.0008451797873611277,0.0005136986301369864,0.0010701628638553737,4.277889848001502e-05,0.00010067738060021744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-19,301,31,2.446132310457261,172310265.0,50869.0,0.01441186949711797,0.19564945826065558,0.26878463682938447,69.38725057148041,0.006388139056987739,0.06620928266724331,0.12380821325365153,156.54011145955542,0.0024916943521594683,0.001483221608445222,0.0024916943521594683,0.001483221608445222,0.001630004083840134,0.0006265228514349172,0.0,0.0,0.0033222591362126247,0.001218816961214099,0.0033222591362126247,0.001218816961214099,0.0,0.0
2024-02-20,286,31,2.4155737984381833,185063124.0,47581.0,0.012756983661046406,0.17488607833076458,0.266206151367033,78.38843621423702,0.007203092716699694,0.07807738382967991,0.14436434711334356,138.8292556170482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-21,299,31,2.5486942075031176,150273655.0,47159.0,0.007216874312940092,0.08727555738229699,0.1576531561703214,138.56414240261427,0.006667091039652678,0.07150278843911025,0.13392989673233105,149.99045221558802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-22,367,33,2.439402087307456,189274796.0,51405.0,0.008626736934935366,0.11806756880614998,0.18684022250907617,115.91868484482681,0.005829943020915783,0.06654994650325843,0.1253574555004377,171.52826304002494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-23,314,35,2.561135786695173,153918120.0,50148.0,0.006677596844204488,0.08463970973657942,0.15271709399776973,149.75447355254815,0.006281783204954935,0.06522692829225493,0.1237337481056074,159.19046668328534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24,345,25,2.3218985477843983,190923518.0,53006.0,0.008709457251221572,0.12948672462655963,0.20091396493123492,114.8177172417652,0.005935084753447401,0.0655586160057352,0.1231370033581104,168.48959055203866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-25,325,31,2.333027079237114,209098558.0,50351.0,0.01491917071666214,0.21944774961097532,0.2870517021929917,67.02785422806193,0.006268498566016392,0.0716371075053127,0.13646203650374372,159.52783421237925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-26,296,33,2.4493367943741085,146280120.0,53939.0,0.007437708355109931,0.10795941376039342,0.17335440386567907,134.45001501207958,0.006513312918198808,0.07056118949183336,0.13252006896679583,153.5316992380185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-27,336,34,2.374430510616366,149817761.0,54836.0,0.0067879319749134465,0.09921516581735593,0.15927301169585628,147.32027423017172,0.005859127628203673,0.06255014953680064,0.11955649573273032,170.673872196668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-28,296,34,2.4304316113837507,137301479.0,33859.0,0.0065343160537650186,0.08816304156490551,0.15723311327185338,153.0382050350638,0.005873131331734134,0.07557813284503381,0.12998021205587879,170.26692296096405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29,334,38,2.547489637250441,142738956.0,49686.0,0.006656319054901441,0.09283064953900882,0.16661909731215913,150.2331831980982,0.006455140382799494,0.07257577587247917,0.1330153363120396,154.91529861451525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,347,30,2.5199104639148744,136456904.0,51282.0,0.008020417737031126,0.1269427745480727,0.18906956147854564,124.6817850126301,0.0058532592755127,0.06626106626106626,0.12456612456612456,170.8449861743751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02,324,33,2.422974450682147,128162253.0,51722.0,0.006577739268661213,0.08940546636613825,0.1572401742968735,152.02791706329415,0.006179902265807067,0.068926182282201,0.12938401453926762,161.81485677094355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03,333,30,2.3746195997842796,122681071.0,53141.0,0.005945341723843369,0.0830410340972651,0.1494991676425779,168.1989104157918,0.0061525520251142175,0.06712331344912591,0.1251011460077906,162.53418027479998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,360,33,2.432115369411913,119892166.0,51999.0,0.005671238507125991,0.08468694276488424,0.1427346637477548,176.32832735627076,0.005794026469289491,0.07207830919825381,0.1290409430950595,172.59154843361077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,372,36,2.4344015165255892,121937749.0,56499.0,0.006277582228404945,0.10630437338973676,0.16813742395720294,159.2969974132999,0.0057757173311246595,0.06731092585709482,0.12221455246995522,173.13866705545266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,331,32,2.629168896309312,112716927.0,53870.0,0.005817923126426303,0.09676104814319503,0.15373769016964062,171.88264235699114,0.005826880289777632,0.06365323927974754,0.11980694263968814,171.61842191169546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,356,34,2.412414803559216,112941052.0,50423.0,0.005415459788134283,0.08209884568810286,0.14286035692318502,184.65652763059606,0.005881389548381191,0.07137615770580885,0.12565694226840926,170.02784661241196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,345,38,2.463155753954472,136327424.0,49598.0,0.01993415280471448,0.2010611525968539,0.2564169187264919,50.165161760147505,0.006651363977955813,0.07796685350215735,0.14242509778620105,150.34510264574837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-09,354,37,2.605570846326713,114839120.0,52059.0,0.0054236086803373055,0.07424867936988719,0.13335983417497452,184.37908391609992,0.006091343680181607,0.0699206669355923,0.12858487485353157,164.16739105585748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10,359,32,2.322308123535388,101817067.0,53868.0,0.006107345471960662,0.09354647782183707,0.14493127168945066,163.7372577973662,0.006174394576967816,0.06738694586767655,0.12335709512140788,161.9591990007043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,343,34,2.482816514878976,131904397.0,57395.0,0.005662691548501814,0.08932986517500247,0.14428758580352707,176.59446774291834,0.005648168275499865,0.05807126056276679,0.11030577576443941,177.04854940985263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,351,38,2.514248050760912,173566719.0,54231.0,0.010269086743305365,0.15436064675509595,0.21032953904025806,97.3796429027071,0.005820010567482357,0.061809666058158616,0.11532149508583651,171.82099386334687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,360,30,2.4063014932956355,172780390.0,56148.0,0.00828259890583551,0.1383686945028889,0.19940718967007773,120.73505084200679,0.005716120656280181,0.06030490845622284,0.11437629123031987,174.94382294070738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,396,35,2.4089545404733514,169729252.0,58389.0,0.005626268111367895,0.08190120934486884,0.14053366004346735,177.73770822963385,0.005528818656532309,0.06436143794207813,0.11659730428676635,180.87046476348038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,378,30,2.265070723886878,203888110.0,54404.0,0.01343520047640649,0.20684583814132174,0.28134067258752854,74.43134188850375,0.005914497700843635,0.0650319829424307,0.12230718329534593,169.07606538715223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,322,25,2.367621179134799,152888467.0,53290.0,0.010744663913659436,0.1502754357527831,0.21366991010512257,93.06945364095789,0.0069142190884287505,0.08125351848376806,0.148132857947082,144.62949281915928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17,336,23,2.359868022574047,186037703.0,55229.0,0.013771648314704347,0.19420304818534553,0.25974807375470554,72.612949238057,0.005889703965338016,0.06731970522732622,0.12449980988248927,169.78782055688754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,359,37,2.547683638591759,201611347.0,55095.0,0.008627260923313772,0.13530271686543516,0.2083911179860328,115.9116443664828,0.005939426245425939,0.06712042835103003,0.12694436881749704,168.36643114646273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,359,32,2.4623570969898108,160959344.0,55516.0,0.008089648100226743,0.10989895684465513,0.15829788048837973,123.61477132385662,0.0054067436860927255,0.0632970675120686,0.1160746451473449,184.95420868057957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,362,38,2.5673553979838797,139931126.0,52723.0,0.0089742700972882,0.12484451815245165,0.18576583168493907,111.42967496623207,0.00557949952136977,0.06211710259279631,0.11478861218064222,179.2275447233123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,412,39,2.5775689747977544,163509879.0,55031.0,0.005505232428883125,0.0807654258003579,0.14729423779953993,181.64537336398624,0.005074802329643271,0.05447838491032327,0.10301466446184877,197.05201011647958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,352,33,2.573903490772459,136042298.0,53996.0,0.006117288874187472,0.09929228775597425,0.15523531512235997,163.4711095988294,0.005882399555037507,0.06339358470997852,0.11600859322912808,169.99865287009118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23,361,33,2.4449876213048256,181237448.0,58172.0,0.009326760937670167,0.13290002295772782,0.19288241136566875,107.2183587295635,0.005561861828382818,0.06399986247679296,0.11660248917004745,179.79590843067794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-24,346,33,2.5906352728786426,141476761.0,59525.0,0.005940377970074953,0.09174573200753444,0.14874601207473218,168.33945668736337,0.006049567052338076,0.06335153296934061,0.11875682486350272,165.30108540800674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-25,345,33,2.6572248138747896,153247000.0,58333.0,0.005480065388823809,0.07080603861739544,0.12685557302916206,182.47957442979177,0.005604995746707146,0.06474894142252241,0.12066926096720552,178.4122674111725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,403,36,2.5883226419950596,160755299.0,54985.0,0.005616905117674794,0.08968305921909299,0.15006198333779341,178.0339847389065,0.005306366714428528,0.05899790852050559,0.1119578066745476,188.45286310139525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-27,378,40,2.5748119939698753,131051762.0,53889.0,0.005372795148353249,0.08283135483519863,0.13974606461224076,186.12286014785025,0.005745910900034782,0.06355656998645363,0.12052552468963981,174.03680937585486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28,401,34,2.5791885670044374,163139054.0,53772.0,0.00844278388225958,0.14817192086941977,0.22679327906363855,118.44434418145565,0.005197396609273466,0.06014282526221826,0.1102060551960128,192.40401977708376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-29,358,32,2.579379903343821,139942951.0,52808.0,0.006357992215565043,0.0937835804248547,0.1641759290898475,157.28235677166973,0.006557440116690071,0.08502499621269505,0.14868959248598698,152.49853330033295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-30,359,29,2.4711869431376425,126845697.0,53132.0,0.005662023996098054,0.07937963398159262,0.14366920937018463,176.6152882236358,0.005816216503002356,0.06737935707295038,0.12258149514416924,171.93307702417812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31,367,32,2.5507607552716536,136682105.0,57485.0,0.005141923332939864,0.0687282874374813,0.12518392952757057,194.47975694111642,0.005784102011204952,0.0679829520744542,0.12370183526137253,172.88768387258762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,349,37,2.570832676170907,161453017.0,52270.0,0.013080828954987673,0.1618243343201199,0.22817421243977126,76.44775445356646,0.006280379842577623,0.06808876984886168,0.1271857662138894,159.226038084597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,362,39,2.5992994980658004,136525055.0,54094.0,0.006101295538810679,0.08729810802859592,0.15536137304614162,163.8996166697621,0.005821265800032049,0.06858431619033534,0.12518948497060672,171.78394430889833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,345,35,2.387033141748421,332359304.0,54432.0,0.04625029079777,0.40210294218211506,0.4859721453743326,21.621485676112027,0.005920677614768922,0.06433715461493239,0.11961713697824809,168.89958634220096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,327,33,2.5226761635662673,130625852.0,56570.0,0.005651270846977972,0.07113150159587094,0.1274108895381597,176.95134901112587,0.005572578463066075,0.05828177479229273,0.10942195509987626,179.45014262747455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,330,29,2.4485544070695697,108503457.0,52942.0,0.00526876060421798,0.07510517383791744,0.1314423097136896,189.7979572652126,0.006287035080844079,0.07145555513580899,0.12708246760605946,159.05748689821897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-06,337,31,2.657315138725296,128405779.0,55172.0,0.005748959130449256,0.07714891087573247,0.13905039273972242,173.944531054938,0.0058246319496203566,0.0673530051475386,0.12482781120858406,171.6846675720307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-07,360,29,2.485095339660415,134223360.0,51955.0,0.005446578999749135,0.06945226225896893,0.12454152540958593,183.60148637264956,0.006042680661637623,0.06551823693580984,0.1256279472620537,165.4894666780208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,338,34,2.5102937193940824,157841502.0,51887.0,0.011263272252937582,0.15128730211905864,0.21320922300904105,88.78414527706984,0.005926336402370977,0.06695318673270761,0.12467477402817662,168.73831185147122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,371,36,2.585644648554847,136477560.0,52867.0,0.004939141650828294,0.06845586190139977,0.12224430888125491,202.46432896539827,0.005816678405459547,0.06877636332683905,0.1267142073505211,171.91942381779228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,385,35,2.547203718289743,158289299.0,52487.0,0.008184316583457153,0.1291711197735483,0.1837950523743238,122.18491181307506,0.0057044900371308336,0.06592108522110236,0.11900089545982814,175.30050775633686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,356,34,2.53047751787524,137471251.0,52939.0,0.006429746798768482,0.1003334653585134,0.15772350103950097,155.52711969801587,0.005711473883137787,0.06651051209883073,0.11998715502748446,175.08615472309873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,392,35,2.751857327416237,164114429.0,55268.0,0.006062908892811194,0.10137304258603612,0.15891560637852264,164.93732920606845,0.005161478641850014,0.057935876094665995,0.11113121516971847,193.7429309291054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-13,353,33,2.634898802948962,131931012.0,55165.0,0.005571733224034567,0.07718474106755127,0.13740486580971575,179.47736544282833,0.005864641353577437,0.06286594761171033,0.11945980241094897,170.51341074591016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-14,352,29,2.7221156740011114,149265328.0,54526.0,0.005902749238147006,0.0894035686572839,0.15327544116608247,169.4125838071211,0.005862982692928861,0.06450133881084254,0.11968602134761398,170.56164965420504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,347,33,2.9048695865730605,136005965.0,53240.0,0.0063263075277822,0.09603974355095381,0.16413395544820406,158.07008995507493,0.005834885871838449,0.06397445529676934,0.11998497370398196,171.38295794719994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,370,30,2.5805752165281626,132817510.0,53146.0,0.004921680898993822,0.06508798425749737,0.11626128211558852,203.18261596448437,0.005750092205079655,0.0724231362661348,0.12486358333646935,173.91025471149766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-17,376,32,2.616659635418975,142132978.0,51479.0,0.005474289431846055,0.08756309179703531,0.14470406720106857,182.67210976873346,0.00563699550772672,0.06643485693195283,0.12405058373317275,177.39946725685414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-18,386,35,2.690322440477945,146419419.0,52246.0,0.005076218188632799,0.074071547845713,0.12576456132502478,196.99704836157457,0.005944933087396942,0.0688090954331432,0.12548329058683919,168.21047189243666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,391,38,2.624873336514178,132071935.0,50540.0,0.005637215273269132,0.0854116659985333,0.13703626739473454,177.3925513793764,0.005684031533439641,0.06598733676296004,0.12354570637119114,175.9314659176176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-20,391,32,2.6588097047608565,134165294.0,53553.0,0.007099636286177362,0.12182896569361672,0.18361190338836808,140.8522859046949,0.005766691900286808,0.06210669803745822,0.11907829626724926,173.40964582315638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-21,365,28,2.544723889981495,150468846.0,53940.0,0.009767826221017033,0.1523958587414168,0.22925473223872536,102.37692372621667,0.005819356818415218,0.06729699666295884,0.12656655543196144,171.84029630826615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
