outcome,coef_post20241124,se_post20241124,p_post20241124,coef_post20250104,se_post20250104,p_post20250104
minutes_on_rank_mean,-9.107437860343516,3.206679898929968,0.0045100303601110945,1.4774658879847582,3.168442341549605,0.6409968060042484
minutes_on_rank_median,-3.720613719436085,3.2210022497410518,0.24804738535131132,3.42706470330442,3.1825939077085805,0.2815650450893113
